# version = 29.1.1, Request ID = WFC3UVIS.sp.1486051
# HAT-P-41, Vmag = 11.4, exptime = 190s, Teff = 6500K
wavelength,readnoise,dark_counts,sky_counts,target_counts,total_counts
7072.0000,0,2.5745,97.077,39470,39569
7086.0000,0,2.5745,97.077,39061,39161
7100.0000,0,2.5745,97.077,38535,38634
7114.0000,0,2.5745,97.077,38048,38148
7128.0000,0,2.5745,97.077,37697,37796
7142.0000,0,2.5745,97.077,37327,37427
7156.0000,0,2.5745,97.077,36931,37030
7170.0000,0,2.5745,97.077,36488,36587
7184.0000,0,2.5745,97.077,35903,36002
7198.0000,0,2.5745,97.077,35584,35684
7212.0000,0,2.5745,97.077,35446,35546
7226.0000,0,2.5745,97.077,35104,35203
7240.0000,0,2.5745,97.077,34807,34907
7254.0000,0,2.5745,97.077,34533,34633
7268.0000,0,2.5745,97.077,34204,34304
7282.0000,0,2.5745,97.077,33592,33692
7296.0000,0,2.5745,97.077,33140,33239
7310.0000,0,2.5745,97.077,32987,33086
7324.0000,0,2.5745,97.077,32672,32771
7338.0000,0,2.5745,97.077,32388,32488
7352.0000,0,2.5745,97.077,32130,32230
7366.0000,0,2.5745,97.077,31816,31916
7380.0000,0,2.5745,97.077,31286,31385
7394.0000,0,2.5745,97.077,30693,30792
7408.0000,0,2.5745,97.077,30207,30306
7422.0000,0,2.5745,97.077,29977,30077
7436.0000,0,2.5745,97.077,29785,29885
7450.0000,0,2.5745,97.077,29557,29657
7464.0000,0,2.5745,97.077,29350,29450
7478.0000,0,2.5745,97.077,29063,29163
7492.0000,0,2.5745,97.077,28737,28837
7506.0000,0,2.5745,97.077,28476,28575
7520.0000,0,2.5745,97.077,28156,28256
7534.0000,0,2.5745,97.077,27840,27940
7548.0000,0,2.5745,97.077,27553,27653
7562.0000,0,2.5745,97.077,27142,27242
7576.0000,0,2.5745,97.077,26745,26845
7590.0000,0,2.5745,97.077,26409,26509
7604.0000,0,2.5745,97.077,26037,26137
7618.0000,0,2.5745,97.077,25710,25810
7632.0000,0,2.5745,97.077,25419,25519
7646.0000,0,2.5745,97.077,25010,25110
7660.0000,0,2.5745,97.077,24466,24566
7674.0000,0,2.5745,97.077,24004,24104
7688.0000,0,2.5745,97.077,23808,23907
7702.0000,0,2.5745,97.077,23436,23536
7716.0000,0,2.5745,97.077,23076,23175
7730.0000,0,2.5745,97.077,22767,22867
7744.0000,0,2.5745,97.077,22351,22451
7758.0000,0,2.5745,97.077,21963,22062
7772.0000,0,2.5745,97.077,21646,21746
7786.0000,0,2.5745,97.077,21492,21591
7800.0000,0,2.5745,97.077,21197,21296
7814.0000,0,2.5745,97.077,20823,20922
7828.0000,0,2.5745,97.077,20427,20527
7842.0000,0,2.5745,97.077,20105,20205
7856.0000,0,2.5745,97.077,19855,19955
7870.0000,0,2.5745,97.077,19649,19748
7884.0000,0,2.5745,97.077,19372,19472
7898.0000,0,2.5745,97.077,19049,19149
7912.0000,0,2.5745,97.077,18704,18803
7926.0000,0,2.5745,97.077,18298,18397
7940.0000,0,2.5745,97.077,18032,18132
7954.0000,0,2.5745,97.077,17859,17959
7968.0000,0,2.5745,97.077,17732,17832
7982.0000,0,2.5745,97.077,17494,17593
7996.0000,0,2.5745,97.077,17214,17314
8010.0000,0,2.5745,97.077,16914,17014
8024.0000,0,2.5745,97.077,16643,16743
8038.0000,0,2.5745,97.077,16390,16489
8052.0000,0,2.5745,97.077,16148,16248
8066.0000,0,2.5745,97.077,15966,16065
8080.0000,0,2.5745,97.077,15693,15792
8094.0000,0,2.5745,97.077,15432,15532
8108.0000,0,2.5745,97.077,15285,15385
8122.0000,0,2.5745,97.077,15098,15197
8136.0000,0,2.5745,97.077,14882,14982
8150.0000,0,2.5745,97.077,14635,14734
8164.0000,0,2.5745,97.077,14412,14512
8178.0000,0,2.5745,97.077,14076,14176
8192.0000,0,2.5745,97.077,13722,13822
8206.0000,0,2.5745,97.077,13536,13636
8220.0000,0,2.5745,97.077,13351,13451
8234.0000,0,2.5745,97.077,13160,13260
8248.0000,0,2.5745,97.077,13007,13106
8262.0000,0,2.5745,97.077,12901,13000
8276.0000,0,2.5745,97.077,12762,12861
8290.0000,0,2.5745,97.077,12548,12648
8304.0000,0,2.5745,97.077,12285,12385
8318.0000,0,2.5745,97.077,12043,12143
