2.00000000e-01 1.30523818e-02 
2.00100049e-01 1.30521709e-02 
2.00200148e-01 1.30519600e-02 
2.00300297e-01 1.30517492e-02 
2.00400496e-01 1.30515385e-02 
2.00500745e-01 1.30513278e-02 
2.00601045e-01 1.30511171e-02 
2.00701394e-01 1.30509065e-02 
2.00801794e-01 1.30506960e-02 
2.00902244e-01 1.30504856e-02 
2.01002744e-01 1.30502751e-02 
2.01103295e-01 1.30500648e-02 
2.01203896e-01 1.30498545e-02 
2.01304547e-01 1.30496442e-02 
2.01405248e-01 1.30494341e-02 
2.01506000e-01 1.30492239e-02 
2.01606803e-01 1.30490139e-02 
2.01707655e-01 1.30488038e-02 
2.01808558e-01 1.30485939e-02 
2.01909512e-01 1.30483840e-02 
2.02010516e-01 1.30481741e-02 
2.02111571e-01 1.30479643e-02 
2.02212676e-01 1.30477546e-02 
2.02313832e-01 1.30475449e-02 
2.02415038e-01 1.30473353e-02 
2.02516295e-01 1.30471257e-02 
2.02617603e-01 1.30469162e-02 
2.02718961e-01 1.30467068e-02 
2.02820370e-01 1.30464973e-02 
2.02921830e-01 1.30462880e-02 
2.03023341e-01 1.30460787e-02 
2.03124902e-01 1.30458695e-02 
2.03226514e-01 1.30456603e-02 
2.03328177e-01 1.30454512e-02 
2.03429891e-01 1.30452421e-02 
2.03531656e-01 1.30450331e-02 
2.03633471e-01 1.30448241e-02 
2.03735338e-01 1.30446152e-02 
2.03837255e-01 1.30444063e-02 
2.03939224e-01 1.30441975e-02 
2.04041243e-01 1.30439888e-02 
2.04143314e-01 1.30437801e-02 
2.04245435e-01 1.30435715e-02 
2.04347608e-01 1.30433629e-02 
2.04449832e-01 1.30431544e-02 
2.04552107e-01 1.30429459e-02 
2.04654433e-01 1.30427375e-02 
2.04756810e-01 1.30425291e-02 
2.04859239e-01 1.30423208e-02 
2.04961718e-01 1.30421125e-02 
2.05064249e-01 1.30419043e-02 
2.05166832e-01 1.30416962e-02 
2.05269465e-01 1.30414881e-02 
2.05372150e-01 1.30412800e-02 
2.05474886e-01 1.30410720e-02 
2.05577674e-01 1.30408641e-02 
2.05680513e-01 1.30406562e-02 
2.05783404e-01 1.30404484e-02 
2.05886346e-01 1.30402406e-02 
2.05989339e-01 1.30400329e-02 
2.06092384e-01 1.30398252e-02 
2.06195481e-01 1.30396176e-02 
2.06298629e-01 1.30394100e-02 
2.06401829e-01 1.30392025e-02 
2.06505080e-01 1.30389950e-02 
2.06608383e-01 1.30387876e-02 
2.06711738e-01 1.30385803e-02 
2.06815145e-01 1.30383730e-02 
2.06918603e-01 1.30381657e-02 
2.07022113e-01 1.30379585e-02 
2.07125674e-01 1.30377514e-02 
