# version = 29.1.1, Request ID = WFC3UVIS.sp.1486054
# HAT-P-23, Vmag = 11.94, exptime = 190s, Teff = 6000K
wavelength,readnoise,dark_counts,sky_counts,target_counts,total_counts
3810.0000,45,2.5745,97.077,50402,50502
3824.0000,45,2.5745,97.077,39703,39803
3838.0000,45,2.5745,97.077,39316,39416
3852.0000,45,2.5745,97.077,46294,46394
3866.0000,45,2.5745,97.077,46883,46983
3880.0000,45,2.5745,97.077,47899,47998
3894.0000,45,2.5745,97.077,50717,50817
3908.0000,45,2.5745,97.077,54871,54971
3922.0000,45,2.5745,97.077,41594,41694
3936.0000,45,2.5745,97.077,37372,37472
3950.0000,45,2.5745,97.077,48226,48326
3964.0000,45,2.5745,97.077,40226,40325
3978.0000,45,2.5745,97.077,47896,47996
3992.0000,45,2.5745,97.077,65859,65959
4006.0000,45,2.5745,97.077,69868,69968
4020.0000,45,2.5745,97.077,70417,70516
4034.0000,45,2.5745,97.077,69596,69695
4048.0000,45,2.5745,97.077,67841,67941
4062.0000,45,2.5745,97.077,66464,66564
4076.0000,45,2.5745,97.077,67599,67699
4090.0000,45,2.5745,97.077,71029,71129
4104.0000,45,2.5745,97.077,68962,69061
4118.0000,45,2.5745,97.077,69264,69364
4132.0000,45,2.5745,97.077,71461,71561
4146.0000,45,2.5745,97.077,72122,72222
4160.0000,45,2.5745,97.077,72411,72511
4174.0000,45,2.5745,97.077,71799,71898
4188.0000,45,2.5745,97.077,69811,69911
4202.0000,45,2.5745,97.077,69675,69774
4216.0000,45,2.5745,97.077,68753,68853
4230.0000,45,2.5745,97.077,66697,66797
4244.0000,45,2.5745,97.077,67071,67171
4258.0000,45,2.5745,97.077,65777,65876
4272.0000,45,2.5745,97.077,62684,62783
4286.0000,45,2.5745,97.077,58866,58966
4300.0000,45,2.5745,97.077,53226,53326
4314.0000,45,2.5745,97.077,52548,52648
4328.0000,45,2.5745,97.077,63426,63525
4342.0000,45,2.5745,97.077,63688,63788
4356.0000,45,2.5745,97.077,64352,64451
4370.0000,45,2.5745,97.077,68447,68546
4384.0000,45,2.5745,97.077,65526,65625
4398.0000,45,2.5745,97.077,65174,65274
4412.0000,45,2.5745,97.077,67501,67601
4426.0000,45,2.5745,97.077,69365,69464
4440.0000,45,2.5745,97.077,69367,69467
4454.0000,45,2.5745,97.077,69310,69409
4468.0000,45,2.5745,97.077,70886,70986
4482.0000,45,2.5745,97.077,71245,71345
4496.0000,45,2.5745,97.077,72893,72993
4510.0000,45,2.5745,97.077,75706,75806
4524.0000,45,2.5745,97.077,72161,72261
4538.0000,45,2.5745,97.077,70808,70908
4552.0000,45,2.5745,97.077,72271,72371
4566.0000,45,2.5745,97.077,74743,74843
4580.0000,0,2.5745,97.077,73581,73681
4594.0000,0,2.5745,97.077,71881,71980
4608.0000,0,2.5745,97.077,72675,72775
4622.0000,0,2.5745,97.077,72274,72374
4636.0000,0,2.5745,97.077,71957,72056
4650.0000,0,2.5745,97.077,72388,72487
4664.0000,0,2.5745,97.077,73330,73430
4678.0000,0,2.5745,97.077,73153,73252
4692.0000,0,2.5745,97.077,71817,71917
4706.0000,0,2.5745,97.077,69908,70008
4720.0000,0,2.5745,97.077,70763,70862
4734.0000,0,2.5745,97.077,72388,72488
4748.0000,0,2.5745,97.077,72899,72998
4762.0000,0,2.5745,97.077,72905,73005
4776.0000,0,2.5745,97.077,72657,72757
4790.0000,0,2.5745,97.077,72230,72330
4804.0000,0,2.5745,97.077,71591,71691
4818.0000,0,2.5745,97.077,71496,71596
4832.0000,0,2.5745,97.077,71000,71099
4846.0000,0,2.5745,97.077,67590,67690
4860.0000,0,2.5745,97.077,62569,62669
4874.0000,0,2.5745,97.077,60604,60704
4888.0000,0,2.5745,97.077,66136,66236
4902.0000,0,2.5745,97.077,67285,67385
4916.0000,0,2.5745,97.077,66588,66688
4930.0000,0,2.5745,97.077,65673,65773
4944.0000,0,2.5745,97.077,66614,66714
4958.0000,0,2.5745,97.077,67218,67318
4972.0000,0,2.5745,97.077,66632,66732
4986.0000,0,2.5745,97.077,63612,63712
5000.0000,0,2.5745,97.077,61280,61380
5014.0000,0,2.5745,97.077,60678,60777
5028.0000,0,2.5745,97.077,62559,62658
5042.0000,0,2.5745,97.077,62828,62927
5056.0000,0,2.5745,97.077,63293,63393
5070.0000,0,2.5745,97.077,64258,64358
5084.0000,0,2.5745,97.077,62944,63044
5098.0000,0,2.5745,97.077,62468,62568
5112.0000,0,2.5745,97.077,62453,62553
5126.0000,0,2.5745,97.077,61209,61309
5140.0000,0,2.5745,97.077,59697,59797
5154.0000,0,2.5745,97.077,57429,57529
5168.0000,0,2.5745,97.077,54027,54126
5182.0000,0,2.5745,97.077,53207,53307
5196.0000,0,2.5745,97.077,54347,54447
5210.0000,0,2.5745,97.077,56841,56940
5224.0000,0,2.5745,97.077,57458,57558
5238.0000,0,2.5745,97.077,58080,58180
5252.0000,0,2.5745,97.077,57839,57938
5266.0000,0,2.5745,97.077,53899,53999
5280.0000,0,2.5745,97.077,55046,55145
5294.0000,0,2.5745,97.077,57798,57898
5308.0000,0,2.5745,97.077,58427,58526
5322.0000,0,2.5745,97.077,55741,55841
5336.0000,0,2.5745,97.077,54683,54783
5350.0000,0,2.5745,97.077,56635,56735
5364.0000,0,2.5745,97.077,56701,56801
5378.0000,0,2.5745,97.077,56302,56401
5392.0000,0,2.5745,97.077,55605,55705
5406.0000,0,2.5745,97.077,54309,54409
5420.0000,0,2.5745,97.077,54476,54576
5434.0000,0,2.5745,97.077,55268,55368
5448.0000,0,2.5745,97.077,55814,55914
5462.0000,0,2.5745,97.077,55299,55399
5476.0000,0,2.5745,97.077,54679,54779
5490.0000,0,2.5745,97.077,54341,54441
5504.0000,0,2.5745,97.077,54196,54295
5518.0000,0,2.5745,97.077,54142,54242
5532.0000,0,2.5745,97.077,54187,54287
5546.0000,0,2.5745,97.077,54383,54483
5560.0000,0,2.5745,97.077,53642,53742
5574.0000,0,2.5745,97.077,52564,52664
5588.0000,0,2.5745,97.077,51830,51930
5602.0000,0,2.5745,97.077,52218,52318
5616.0000,0,2.5745,97.077,52619,52719
5630.0000,0,2.5745,97.077,52594,52694
5644.0000,0,2.5745,97.077,52308,52408
5658.0000,0,2.5745,97.077,51616,51716
5672.0000,0,2.5745,97.077,50901,51001
5686.0000,0,2.5745,97.077,51041,51140
5700.0000,0,2.5745,97.077,50585,50685
5714.0000,0,2.5745,97.077,50518,50618
5728.0000,0,2.5745,97.077,51746,51845
5742.0000,0,2.5745,97.077,51104,51204
5756.0000,0,2.5745,97.077,50462,50561
5770.0000,0,2.5745,97.077,50383,50483
5784.0000,0,2.5745,97.077,49541,49641
5798.0000,0,2.5745,97.077,49320,49420
5812.0000,0,2.5745,97.077,49618,49718
5826.0000,0,2.5745,97.077,49703,49802
5840.0000,0,2.5745,97.077,49120,49220
5854.0000,0,2.5745,97.077,48471,48570
5868.0000,0,2.5745,97.077,48156,48255
5882.0000,0,2.5745,97.077,46376,46476
5896.0000,0,2.5745,97.077,45787,45886
5910.0000,0,2.5745,97.077,47033,47133
5924.0000,0,2.5745,97.077,46957,47057
5938.0000,0,2.5745,97.077,46737,46837
5952.0000,0,2.5745,97.077,46567,46667
5966.0000,0,2.5745,97.077,46367,46466
5980.0000,0,2.5745,97.077,45948,46047
5994.0000,0,2.5745,97.077,45416,45516
6008.0000,0,2.5745,97.077,44845,44944
6022.0000,0,2.5745,97.077,44619,44719
6036.0000,0,2.5745,97.077,44667,44767
6050.0000,0,2.5745,97.077,44908,45007
6064.0000,0,2.5745,97.077,44687,44786
6078.0000,0,2.5745,97.077,44153,44253
6092.0000,0,2.5745,97.077,43494,43594
6106.0000,0,2.5745,97.077,43019,43119
6120.0000,0,2.5745,97.077,42159,42259
6134.0000,0,2.5745,97.077,41472,41571
6148.0000,0,2.5745,97.077,41509,41609
6162.0000,0,2.5745,97.077,40790,40890
6176.0000,0,2.5745,97.077,40735,40834
6190.0000,0,2.5745,97.077,41646,41745
6204.0000,0,2.5745,97.077,41667,41767
6218.0000,0,2.5745,97.077,41146,41245
6232.0000,0,2.5745,97.077,40328,40427
6246.0000,0,2.5745,97.077,39452,39552
6260.0000,0,2.5745,97.077,39745,39845
6274.0000,0,2.5745,97.077,40299,40398
6288.0000,0,2.5745,97.077,40175,40275
6302.0000,0,2.5745,97.077,39428,39528
6316.0000,0,2.5745,97.077,38896,38996
6330.0000,0,2.5745,97.077,38812,38912
6344.0000,0,2.5745,97.077,38661,38761
6358.0000,0,2.5745,97.077,38457,38556
6372.0000,0,2.5745,97.077,38238,38338
6386.0000,0,2.5745,97.077,38158,38258
6400.0000,0,2.5745,97.077,37650,37749
6414.0000,0,2.5745,97.077,37158,37258
6428.0000,0,2.5745,97.077,37151,37251
6442.0000,0,2.5745,97.077,36782,36882
6456.0000,0,2.5745,97.077,36398,36497
6470.0000,0,2.5745,97.077,36132,36232
6484.0000,0,2.5745,97.077,35676,35776
6498.0000,0,2.5745,97.077,35593,35692
6512.0000,0,2.5745,97.077,35761,35861
6526.0000,0,2.5745,97.077,35547,35646
6540.0000,0,2.5745,97.077,34724,34824
6554.0000,0,2.5745,97.077,33102,33201
6568.0000,0,2.5745,97.077,30652,30752
6582.0000,0,2.5745,97.077,32390,32490
6596.0000,0,2.5745,97.077,34123,34222
6610.0000,0,2.5745,97.077,34258,34358
6624.0000,0,2.5745,97.077,34030,34130
6638.0000,0,2.5745,97.077,33760,33860
6652.0000,0,2.5745,97.077,33491,33591
6666.0000,0,2.5745,97.077,33084,33183
6680.0000,0,2.5745,97.077,32998,33098
6694.0000,0,2.5745,97.077,32875,32975
6708.0000,0,2.5745,97.077,32377,32477
6722.0000,0,2.5745,97.077,32252,32352
6736.0000,0,2.5745,97.077,32055,32155
6750.0000,0,2.5745,97.077,31683,31783
6764.0000,0,2.5745,97.077,31461,31560
6778.0000,0,2.5745,97.077,31241,31340
6792.0000,0,2.5745,97.077,30960,31060
6806.0000,0,2.5745,97.077,30670,30770
6820.0000,0,2.5745,97.077,30497,30597
6834.0000,0,2.5745,97.077,30270,30370
6848.0000,0,2.5745,97.077,29778,29878
6862.0000,0,2.5745,97.077,29652,29752
6876.0000,0,2.5745,97.077,29560,29660
6890.0000,0,2.5745,97.077,29381,29481
6904.0000,0,2.5745,97.077,29104,29203
6918.0000,0,2.5745,97.077,28864,28964
6932.0000,0,2.5745,97.077,28631,28731
6946.0000,0,2.5745,97.077,28399,28498
6960.0000,0,2.5745,97.077,28205,28305
6974.0000,0,2.5745,97.077,28016,28116
6988.0000,0,2.5745,97.077,27774,27874
7002.0000,0,2.5745,97.077,27226,27325
7016.0000,0,2.5745,97.077,26876,26976
7030.0000,0,2.5745,97.077,26902,27001
7044.0000,0,2.5745,97.077,26787,26886
7058.0000,0,2.5745,97.077,26535,26635
7072.0000,0,2.5745,97.077,26226,26326
7086.0000,0,2.5745,97.077,25959,26059
7100.0000,0,2.5745,97.077,25728,25828
7114.0000,0,2.5745,97.077,25479,25579
7128.0000,0,2.5745,97.077,25124,25223
7142.0000,0,2.5745,97.077,24832,24931
7156.0000,0,2.5745,97.077,24575,24674
7170.0000,0,2.5745,97.077,24306,24405
7184.0000,0,2.5745,97.077,23835,23935
7198.0000,0,2.5745,97.077,23643,23743
7212.0000,0,2.5745,97.077,23646,23746
7226.0000,0,2.5745,97.077,23471,23570
7240.0000,0,2.5745,97.077,23314,23413
7254.0000,0,2.5745,97.077,23150,23249
7268.0000,0,2.5745,97.077,22908,23007
7282.0000,0,2.5745,97.077,22444,22544
7296.0000,0,2.5745,97.077,22145,22245
7310.0000,0,2.5745,97.077,22120,22220
7324.0000,0,2.5745,97.077,21910,22010
7338.0000,0,2.5745,97.077,21730,21830
7352.0000,0,2.5745,97.077,21583,21682
7366.0000,0,2.5745,97.077,21389,21489
7380.0000,0,2.5745,97.077,21001,21101
7394.0000,0,2.5745,97.077,20564,20664
7408.0000,0,2.5745,97.077,20236,20336
7422.0000,0,2.5745,97.077,20137,20237
7436.0000,0,2.5745,97.077,20057,20157
7450.0000,0,2.5745,97.077,19929,20029
7464.0000,0,2.5745,97.077,19846,19946
7478.0000,0,2.5745,97.077,19660,19760
7492.0000,0,2.5745,97.077,19415,19514
7506.0000,0,2.5745,97.077,19240,19340
7520.0000,0,2.5745,97.077,19039,19138
7534.0000,0,2.5745,97.077,18840,18939
7548.0000,0,2.5745,97.077,18649,18749
7562.0000,0,2.5745,97.077,18368,18468
7576.0000,0,2.5745,97.077,18101,18200
7590.0000,0,2.5745,97.077,17880,17980
7604.0000,0,2.5745,97.077,17629,17728
7618.0000,0,2.5745,97.077,17424,17524
7632.0000,0,2.5745,97.077,17253,17353
7646.0000,0,2.5745,97.077,16989,17089
7660.0000,0,2.5745,97.077,16589,16689
7674.0000,0,2.5745,97.077,16264,16363
7688.0000,0,2.5745,97.077,16194,16293
7702.0000,0,2.5745,97.077,15940,16040
7716.0000,0,2.5745,97.077,15687,15786
7730.0000,0,2.5745,97.077,15481,15580
7744.0000,0,2.5745,97.077,15185,15285
7758.0000,0,2.5745,97.077,14983,15083
7772.0000,0,2.5745,97.077,14849,14948
7786.0000,0,2.5745,97.077,14687,14787
7800.0000,0,2.5745,97.077,14468,14568
7814.0000,0,2.5745,97.077,14216,14316
7828.0000,0,2.5745,97.077,13948,14047
7842.0000,0,2.5745,97.077,13748,13847
7856.0000,0,2.5745,97.077,13602,13701
7870.0000,0,2.5745,97.077,13481,13581
7884.0000,0,2.5745,97.077,13293,13393
7898.0000,0,2.5745,97.077,13058,13157
7912.0000,0,2.5745,97.077,12798,12898
7926.0000,0,2.5745,97.077,12498,12598
7940.0000,0,2.5745,97.077,12312,12411
7954.0000,0,2.5745,97.077,12206,12306
7968.0000,0,2.5745,97.077,12151,12250
7982.0000,0,2.5745,97.077,12014,12114
7996.0000,0,2.5745,97.077,11826,11926
8010.0000,0,2.5745,97.077,11600,11700
8024.0000,0,2.5745,97.077,11425,11525
8038.0000,0,2.5745,97.077,11249,11348
8052.0000,0,2.5745,97.077,11076,11176
8066.0000,0,2.5745,97.077,10976,11075
8080.0000,0,2.5745,97.077,10778,10877
8094.0000,0,2.5745,97.077,10584,10684
8108.0000,0,2.5745,97.077,10500,10600
8122.0000,0,2.5745,97.077,10388,10488
8136.0000,0,2.5745,97.077,10250,10350
8150.0000,0,2.5745,97.077,10081,10180
8164.0000,0,2.5745,97.077,9930.9,10031
8178.0000,0,2.5745,97.077,9688.6,9788.2
8192.0000,0,2.5745,97.077,9428.7,9528.3
8206.0000,0,2.5745,97.077,9308.6,9408.3
8220.0000,0,2.5745,97.077,9188.2,9287.9
8234.0000,0,2.5745,97.077,9070.7,9170.4
8248.0000,0,2.5745,97.077,8994.5,9094.1
8262.0000,0,2.5745,97.077,8924.1,9023.7
8276.0000,0,2.5745,97.077,8825.4,8925
8290.0000,0,2.5745,97.077,8675.7,8775.4
8304.0000,0,2.5745,97.077,8477.6,8577.2
8318.0000,0,2.5745,97.077,8310.9,8410.6
8332.0000,0,2.5745,97.077,8180.4,8280
8346.0000,0,2.5745,97.077,8101.2,8200.8
8360.0000,0,2.5745,97.077,8019.7,8119.3
8374.0000,0,2.5745,97.077,7900.6,8000.2
8388.0000,0,2.5745,97.077,7727.8,7827.5
8402.0000,0,2.5745,97.077,7653,7752.7
8416.0000,0,2.5745,97.077,7554.4,7654
8430.0000,0,2.5745,97.077,7390.6,7490.2
8444.0000,0,2.5745,97.077,7297.2,7396.9
8458.0000,0,2.5745,97.077,7204.7,7304.3
8472.0000,0,2.5745,97.077,7090.6,7190.2
8486.0000,0,2.5745,97.077,6948.4,7048
8500.0000,0,2.5745,97.077,6715.3,6814.9
8514.0000,0,2.5745,97.077,6550.7,6650.3
8528.0000,0,2.5745,97.077,6564.2,6663.9
8542.0000,0,2.5745,97.077,6041,6140.7
8556.0000,0,2.5745,97.077,5934.5,6034.2
8570.0000,0,2.5745,97.077,6470.9,6570.6
8584.0000,0,2.5745,97.077,6425.6,6525.3
8598.0000,0,2.5745,97.077,6316.1,6415.8
8612.0000,0,2.5745,97.077,6248.6,6348.3
8626.0000,0,2.5745,97.077,6223.4,6323.1
8640.0000,0,2.5745,97.077,6136.2,6235.9
8654.0000,0,2.5745,97.077,5873,5972.7
8668.0000,0,2.5745,97.077,5361.2,5460.8
8682.0000,0,2.5745,97.077,5572.6,5672.2
8696.0000,0,2.5745,97.077,5812.7,5912.4
8710.0000,0,2.5745,97.077,5815.4,5915.1
8724.0000,0,2.5745,97.077,5756.6,5856.3
8738.0000,0,2.5745,97.077,5630.3,5730
8752.0000,0,2.5745,97.077,5510.6,5610.2
8766.0000,0,2.5745,97.077,5552.3,5651.9
8780.0000,0,2.5745,97.077,5524.5,5624.1
8794.0000,0,2.5745,97.077,5439.1,5538.8
8808.0000,0,2.5745,97.077,5318.4,5418.1
8822.0000,0,2.5745,97.077,5275.5,5375.1
8836.0000,0,2.5745,97.077,5226.6,5326.3
8850.0000,0,2.5745,97.077,5133.9,5233.5
8864.0000,0,2.5745,97.077,4969.6,5069.3
8878.0000,0,2.5745,97.077,4948.1,5047.7
8892.0000,0,2.5745,97.077,5009.3,5109
8906.0000,0,2.5745,97.077,4969.2,5068.8
8920.0000,0,2.5745,97.077,4880.6,4980.2
8934.0000,0,2.5745,97.077,4792.6,4892.3
8948.0000,0,2.5745,97.077,4747.3,4846.9
8962.0000,0,2.5745,97.077,4694.2,4793.8
8976.0000,0,2.5745,97.077,4636.6,4736.3
8990.0000,0,2.5745,97.077,4554.3,4653.9
9004.0000,0,2.5745,97.077,4334.1,4433.7
9018.0000,0,2.5745,97.077,4269.6,4369.3
9032.0000,0,2.5745,97.077,4323.1,4422.7
9046.0000,0,2.5745,97.077,4334.4,4434
9060.0000,0,2.5745,97.077,4264.9,4364.5
9074.0000,0,2.5745,97.077,4156,4255.6
9088.0000,0,2.5745,97.077,4047.6,4147.2
9102.0000,0,2.5745,97.077,4014.4,4114.1
9116.0000,0,2.5745,97.077,4002.9,4102.6
9130.0000,0,2.5745,97.077,3985.8,4085.4
9144.0000,0,2.5745,97.077,3925.9,4025.5
9158.0000,0,2.5745,97.077,3860.8,3960.4
9172.0000,0,2.5745,97.077,3800.5,3900.2
9186.0000,0,2.5745,97.077,3752.3,3852
9200.0000,0,2.5745,97.077,3655.7,3755.3
9214.0000,0,2.5745,97.077,3519.5,3619.2
9228.0000,0,2.5745,97.077,3366.8,3466.5
9242.0000,0,2.5745,97.077,3356.9,3456.6
9256.0000,0,2.5745,97.077,3368.5,3468.2
9270.0000,0,2.5745,97.077,3352.7,3452.4
9284.0000,0,2.5745,97.077,3315.3,3415
9298.0000,0,2.5745,97.077,3270.8,3370.4
9312.0000,0,2.5745,97.077,3222,3321.6
9326.0000,0,2.5745,97.077,3158.5,3258.1
9340.0000,0,2.5745,97.077,3097.5,3197.2
9354.0000,0,2.5745,97.077,3038.2,3137.9
9368.0000,0,2.5745,97.077,2978.8,3078.5
9382.0000,0,2.5745,97.077,2921.6,3021.2
9396.0000,0,2.5745,97.077,2832.9,2932.6
9410.0000,0,2.5745,97.077,2717.3,2816.9
9424.0000,0,2.5745,97.077,2696.6,2796.3
9438.0000,0,2.5745,97.077,2654,2753.7
9452.0000,0,2.5745,97.077,2591.6,2691.3
9466.0000,0,2.5745,97.077,2556.8,2656.4
9480.0000,0,2.5745,97.077,2509.5,2609.2
9494.0000,0,2.5745,97.077,2365.1,2464.8
9508.0000,0,2.5745,97.077,0,99.651
9522.0000,0,2.5745,97.077,0,99.651
9536.0000,0,2.5745,97.077,0,99.651
9550.0000,0,2.5745,97.077,0,99.651
9564.0000,0,2.5745,97.077,0,99.651
9578.0000,0,2.5745,97.077,0,99.651
9592.0000,0,2.5745,97.077,0,99.651
9606.0000,0,2.5745,97.077,0,99.651
9620.0000,0,2.5745,97.077,0,99.651
9634.0000,0,2.5745,97.077,0,99.651
9648.0000,0,2.5745,97.077,0,99.651
9662.0000,0,2.5745,97.077,0,99.651
9676.0000,0,2.5745,97.077,0,99.651
9690.0000,0,2.5745,97.077,0,99.651
9704.0000,0,2.5745,97.077,0,99.651
9718.0000,0,2.5745,97.077,0,99.651
9732.0000,0,2.5745,97.077,0,99.651
9746.0000,0,2.5745,97.077,0,99.651
9760.0000,0,2.5745,97.077,0,99.651
9774.0000,0,2.5745,97.077,0,99.651
9788.0000,0,2.5745,97.077,0,99.651
9802.0000,0,2.5745,97.077,0,99.651
9816.0000,0,2.5745,97.077,0,99.651
9830.0000,0,2.5745,97.077,0,99.651
9844.0000,0,2.5745,97.077,0,99.651
9858.0000,0,2.5745,97.077,0,99.651
