R_p_ref T log_TiO
1.248266181814518205e+00 1.952798135731995444e+03 -5.704478458400216390e+00
1.258926857466447835e+00 1.349776874034884713e+03 -4.781051319993050441e+00
1.253038021452783202e+00 2.573962909790782305e+03 -7.074206217569871669e+00
1.243557090065245507e+00 2.944812107612484397e+03 -6.555611264154217466e+00
1.244228528088673791e+00 2.830006407811792087e+03 -7.293879562583939880e+00
1.258651290682116342e+00 1.849726424767612343e+03 -5.976563735689354395e+00
1.260036103218351133e+00 1.222905518987881806e+03 -3.948850547192762406e+00
1.255265807426623859e+00 1.660246655038009067e+03 -4.390865057555360274e+00
1.249336903284640865e+00 2.992870364067368882e+03 -7.828585633283253742e+00
1.250960446205494181e+00 2.781958024044848571e+03 -7.685142015127521375e+00
1.261957872627329280e+00 1.191155070877191520e+03 -3.938453982559662947e+00
1.259672582814828523e+00 1.713458738232140604e+03 -6.313447637561923287e+00
1.258159467080644411e+00 1.455108720534644362e+03 -3.968937949817050281e+00
1.249508690688497126e+00 1.989610539124879779e+03 -6.006791130283389180e+00
1.251561696679767355e+00 1.510092133251890573e+03 -4.049138629948586754e+00
1.248251047109595113e+00 1.735677970481356624e+03 -3.545779413444540396e+00
1.261833863966917768e+00 1.326861472494783129e+03 -5.000187831240936021e+00
1.258652111485183855e+00 1.528531927064110278e+03 -5.609649561611734114e+00
1.260944631091652779e+00 1.335544683837682442e+03 -4.080039719488031125e+00
1.246617327621739379e+00 2.170498933860903435e+03 -5.038844557048998141e+00
1.257892380908515628e+00 1.306105597821091123e+03 -4.154254269311326908e+00
1.243123704333140012e+00 2.520234172572313582e+03 -6.570128738103552912e+00
1.247633091516159309e+00 2.450178366308133263e+03 -5.960126521799827159e+00
1.261177871389135730e+00 1.411991459870022254e+03 -4.601866072563100651e+00
1.250520821630932478e+00 1.579465820500686505e+03 -3.119166163250460144e+00
1.240388907731681201e+00 2.654958743248148494e+03 -6.523866819887210511e+00
1.248219195642497059e+00 1.882945047407674338e+03 -4.208614083816518026e+00
1.257826173150187632e+00 1.677338972714698684e+03 -6.057495917286761511e+00
1.241550107369222999e+00 2.086731863321952915e+03 -4.894180775631953750e+00
1.254362545355757419e+00 1.648376353447243218e+03 -5.480274444411510792e+00
1.259285279507496913e+00 1.340977603704713601e+03 -4.720308225980192063e+00
1.257243017619538161e+00 1.859162647956004548e+03 -5.704318619376910426e+00
1.252409854170543735e+00 1.621378671666920354e+03 -4.995926647714487245e+00
1.248353568339872988e+00 1.621608845328215466e+03 -3.746812396171147697e+00
1.232198650224644476e+00 2.954897410780920382e+03 -5.879054973573876630e+00
1.248299400314188512e+00 2.060211749842398604e+03 -6.036395506481076367e+00
1.261354803789971557e+00 1.358179108111086407e+03 -5.083898459499724964e+00
1.238643018695869236e+00 2.269597205966711044e+03 -4.928913325375999577e+00
1.254893984869405621e+00 2.011596187105952595e+03 -6.694115173708914845e+00
1.255079951571494101e+00 1.600059756059247320e+03 -5.375272430698954551e+00
1.242525528137612634e+00 2.522526514811232119e+03 -5.568461527675016676e+00
1.259642435187213971e+00 1.308831148445585313e+03 -3.568730796457282750e+00
1.240920526637809385e+00 2.156579404817882278e+03 -4.482786056898280691e+00
1.259010580106241450e+00 1.814499236761834936e+03 -5.997582783950188734e+00
1.257630434578446144e+00 1.774523027138598081e+03 -6.309555913135763028e+00
1.258394465452503441e+00 1.910093996517273354e+03 -6.247114972562478385e+00
1.241670008368389366e+00 2.176979586165148703e+03 -4.580798728576119139e+00
1.244123395598034865e+00 1.901620927516933079e+03 -4.538198424963584721e+00
1.256918457582679061e+00 2.048782357383908675e+03 -6.868570349649594675e+00
1.254824437336311327e+00 1.989100880932338669e+03 -6.623271701644362963e+00
1.257659490469989594e+00 1.960193063583148842e+03 -6.724425845875021679e+00
1.261011893626104108e+00 1.505526482373246381e+03 -5.158791630558006602e+00
1.260895197223790065e+00 1.438631619328361012e+03 -4.734041760672272225e+00
1.247380728343439493e+00 2.790829754142059755e+03 -6.725735007139082455e+00
1.245443905891274072e+00 1.919452457618027893e+03 -4.982839773991974752e+00
1.260006851227484459e+00 1.472899963388931610e+03 -5.460772859952584213e+00
1.256712998906932999e+00 1.368924212949768616e+03 -4.305566811975497288e+00
1.257272224223869417e+00 1.842019176872864136e+03 -6.446153104597771133e+00
1.248043047831885577e+00 2.052834426043407802e+03 -5.958105599281664055e+00
1.248461695677482775e+00 1.762840154276666453e+03 -3.763697213895792260e+00
1.249557006726571329e+00 1.735519331707523179e+03 -4.960749439823104012e+00
1.257616500467594989e+00 1.448142486550766762e+03 -5.010665162714971643e+00
1.234822473740577964e+00 2.686119675636291504e+03 -5.584103584289550781e+00
1.249983709331562221e+00 2.370086109480633695e+03 -6.986882684972288260e+00
1.261360824937532321e+00 1.446619035236918080e+03 -5.378350267928151851e+00
1.237770294223832002e+00 2.378995404437343495e+03 -5.138183922689932182e+00
1.260792697083080061e+00 1.388594994086451834e+03 -5.111568679304651752e+00
1.233127103521548529e+00 2.894753859979032313e+03 -5.911869045851126714e+00
1.241622549922743346e+00 2.660461021777915448e+03 -6.668231359852549112e+00
1.243723238807447062e+00 2.095229437441543269e+03 -4.516898144730573605e+00
1.260956923185231338e+00 1.319731169392298398e+03 -4.703151312375191573e+00
1.246013511558837328e+00 1.757605831025197858e+03 -3.850963159346989073e+00
1.241023336139504440e+00 2.376960282120919146e+03 -5.095267641660077729e+00
1.235973718297126211e+00 2.573793335649129403e+03 -5.381553131460359296e+00
1.249391073742068148e+00 2.300395075506355170e+03 -6.771773781041512841e+00
1.251755773169159536e+00 2.616786584415325251e+03 -7.025967894429950178e+00
1.244296701964678009e+00 1.909833268089749481e+03 -4.019917835475770751e+00
1.241664366283064869e+00 2.475931159819077038e+03 -5.403424118767683915e+00
1.258404936472505842e+00 1.515705122127145842e+03 -5.430270918312661621e+00
1.256720419594057558e+00 1.429518938791705295e+03 -3.606795714717975443e+00
1.253923077946289322e+00 1.414511724270053946e+03 -3.339426421010355028e+00
1.253554859273775968e+00 1.963236829643130477e+03 -6.392469886417714520e+00
1.250520146332718241e+00 1.864440850633649461e+03 -4.531390091069837922e+00
1.253805615661149675e+00 1.444412347688529735e+03 -4.023236368913503114e+00
1.244697834805220449e+00 2.141624009453336839e+03 -4.773623160861593107e+00
1.260668832173649223e+00 1.287402683928878787e+03 -4.348803383883963924e+00
1.253125862055694872e+00 2.111411393051148480e+03 -5.848800392469609477e+00
1.248602861550857090e+00 2.186908726281340023e+03 -5.396952211506823360e+00
1.241313985920490470e+00 2.347775538557939853e+03 -5.057095001102149823e+00
1.259559947321332585e+00 1.491388125866307291e+03 -4.690405203730756867e+00
1.251785271354482365e+00 1.807463261319756384e+03 -5.647957196477577213e+00
1.245677279067680443e+00 2.085307829906138522e+03 -5.667468498921238940e+00
1.256142846040296135e+00 1.596667981210648577e+03 -5.458779405680326491e+00
1.255639364934377999e+00 1.737805134652570132e+03 -5.933301899603486973e+00
1.242582038143191348e+00 2.140980274229998031e+03 -5.296272273807721476e+00
1.260958462288376714e+00 1.371190803980276769e+03 -4.911311926797390370e+00
1.253288001578807265e+00 2.452970730883461783e+03 -6.911519684045835277e+00
1.243863542816926904e+00 2.790126663765165631e+03 -6.334069180217192674e+00
1.252576411502715814e+00 2.581379346447325588e+03 -7.139630698963236988e+00
1.250640186899291351e+00 2.725700756477399409e+03 -7.532606343879985289e+00
1.255248892817765416e+00 1.970685200135527339e+03 -5.780129600357165387e+00
1.244338325182761995e+00 2.130944026783644404e+03 -5.586525934212982492e+00
1.250653095478175159e+00 1.688883053408574142e+03 -3.813523702418638806e+00
1.242583298168111527e+00 2.377164839057554673e+03 -5.254261762712433281e+00
1.256173636906912527e+00 1.580148454571474304e+03 -4.318131695249794788e+00
1.240251974996218864e+00 2.200687180081924453e+03 -4.940687526502225424e+00
1.254458922397112097e+00 2.255873801788855872e+03 -6.584534141991783329e+00
1.234620934918093660e+00 2.961883230151471253e+03 -5.917172143405643681e+00
1.249759149216294940e+00 2.949519919625470720e+03 -7.635570586191972708e+00
1.254483697811055398e+00 2.328757148668972150e+03 -7.129738749424493705e+00
1.233952820699581121e+00 2.929842379689921017e+03 -5.858770513453007034e+00
1.248677490540932133e+00 2.237085776057708699e+03 -6.522073450682436047e+00
1.256257265491533825e+00 1.846869642124878283e+03 -6.313015681217541086e+00
1.259629336901764374e+00 1.520833424614102114e+03 -4.919351980371439836e+00
1.259804447335354460e+00 1.568591936589682064e+03 -5.235359969396382596e+00
1.248468098546899663e+00 2.906634680640198894e+03 -7.164486174577292310e+00
1.252320208047740469e+00 1.887751913421130212e+03 -5.990364676624213125e+00
1.252316929872580697e+00 2.506430212292122633e+03 -7.324915357361563295e+00
1.238071688816113625e+00 2.598315578370404182e+03 -5.983629026268598494e+00
1.250832400804813949e+00 1.852109459532656274e+03 -4.561221582616015624e+00
1.248151042551709278e+00 1.671607166179793239e+03 -3.710034557636166852e+00
1.251706073917088435e+00 2.687567041235602574e+03 -7.464396987165972774e+00
1.254935559162384973e+00 2.257984764376253224e+03 -7.040273628101391346e+00
1.256773842917745965e+00 1.348062642829050674e+03 -3.483236305942863709e+00
1.244900815656049931e+00 1.921114108713629776e+03 -4.770887873347814612e+00
1.260631682147914878e+00 1.339365438184691129e+03 -4.592226684208114307e+00
1.246632321160544565e+00 2.828687520531478185e+03 -7.431415673793472898e+00
1.235259730260615196e+00 2.728218687437735298e+03 -5.617584394423605687e+00
1.250643536730955629e+00 1.565533506012612861e+03 -3.940324757968465264e+00
1.260253597835355954e+00 1.412289330218585974e+03 -4.570849816397387855e+00
1.242220647246419896e+00 2.039043973529818913e+03 -4.574317812098005476e+00
1.260765457444776638e+00 1.376276762189123247e+03 -4.796683428441454566e+00
1.254719924374929407e+00 2.314682980884497283e+03 -7.077282771899375824e+00
1.256556305319838751e+00 1.495689475699733066e+03 -4.998684701868452152e+00
1.245983752999052951e+00 2.642255090616798043e+03 -6.269388296156995999e+00
1.251988489864663601e+00 1.588139443495246269e+03 -4.585058755633258265e+00
1.255524509007895251e+00 1.673331823109653897e+03 -5.649209474361697403e+00
1.251889326570486904e+00 2.682319206030313580e+03 -7.398906941358819545e+00
1.254726904436257895e+00 2.252816272337424380e+03 -6.657750130030148483e+00
1.259695649585823807e+00 1.558957138764261344e+03 -5.172358508729438142e+00
1.241047634949333123e+00 2.134125423056460932e+03 -4.683376315336585272e+00
1.255315205537219425e+00 1.384902879177521982e+03 -3.549179587417350845e+00
1.256597017423081386e+00 1.735805805310712685e+03 -6.000374996208369893e+00
1.244112464076934765e+00 2.910367748926794320e+03 -7.343218004856709946e+00
1.259446540061961661e+00 1.566445349414611883e+03 -5.132355438151074978e+00
1.255642315113805640e+00 1.452490571539686925e+03 -4.531757501711439318e+00
1.254692476345150576e+00 2.308770964392592759e+03 -7.062733951795838294e+00
1.258712621449579183e+00 1.448550888671851453e+03 -5.060105943158413666e+00
1.246440517683264471e+00 1.844763030263347900e+03 -3.997341116131980954e+00
1.247394540877235780e+00 2.065169027318440385e+03 -4.876625200415987571e+00
1.256680650086919648e+00 2.068440974129488950e+03 -6.681806654687035163e+00
1.239659973360331513e+00 2.299684861264922802e+03 -4.925531208960516771e+00
1.250779231828619276e+00 1.825414097797153545e+03 -4.464457679638318410e+00
1.238112618119002750e+00 2.952602083909758221e+03 -6.802157244177252871e+00
1.238972844461969425e+00 2.493569190567299302e+03 -5.814696516526964842e+00
1.252311717413610026e+00 2.506727837583410292e+03 -7.305458815853939747e+00
1.259397892855623979e+00 1.360770988148816286e+03 -4.080747691375669284e+00
1.240104049234037831e+00 2.797757071417275256e+03 -6.734534887688118587e+00
1.246828776352757684e+00 2.573202662043451710e+03 -7.028778782820015003e+00
1.252169393464334313e+00 2.354619131298996763e+03 -6.444866853117615868e+00
1.246137244516915210e+00 1.923093295347391404e+03 -4.239114024488043420e+00
1.250879552270241613e+00 1.556476886225592807e+03 -3.570239631895134380e+00
1.251135809801520171e+00 1.549921273714352992e+03 -3.916361901065819495e+00
1.247523046339857222e+00 1.773589113531903422e+03 -4.574474453994560541e+00
1.256069993230931381e+00 1.848773085366623491e+03 -5.531879529944283114e+00
1.255717608055903156e+00 2.152976102401840762e+03 -6.850592647441153815e+00
1.240190785028195464e+00 2.233872929531637055e+03 -4.842434532171220773e+00
1.239475740686541094e+00 2.298658400181072466e+03 -4.973757467668499466e+00
1.253478028315172965e+00 1.534876382532302387e+03 -4.561279053644176074e+00
1.254463627548060067e+00 1.712066321455847174e+03 -5.632866101835513284e+00
1.259199115976069816e+00 1.324889186745757343e+03 -4.010471129842534843e+00
1.246677489375883852e+00 2.074219471057228930e+03 -4.824239986979028671e+00
1.259459702276023219e+00 1.339985462741085485e+03 -4.373305383782454925e+00
1.255674375425283262e+00 1.454492143818199111e+03 -3.653643661767391748e+00
1.257253760771314788e+00 1.608661484794942453e+03 -5.585737836916448984e+00
1.256371324877380014e+00 1.731112832041720139e+03 -5.932998011251505055e+00
1.248639821621890134e+00 2.404954714480958046e+03 -6.048534780349816842e+00
1.238512803381440985e+00 2.582131414350271825e+03 -5.452613260914016102e+00
1.240661945172347513e+00 2.479031980464406843e+03 -6.046480244763906775e+00
1.259554036888334450e+00 1.417052876926693898e+03 -4.455304431816916377e+00
1.237576424346154003e+00 2.546860747431840082e+03 -5.366978840436485321e+00
1.259475323674465130e+00 1.388008862396964560e+03 -4.733876260595749841e+00
1.254900289734901087e+00 1.413425460783124890e+03 -3.813393766714552768e+00
1.247076198763091170e+00 2.295290873794187064e+03 -6.448448264614586201e+00
1.242392934503807167e+00 2.215653563503718942e+03 -4.847009016852783070e+00
1.238063297865739099e+00 2.512654450129021825e+03 -5.315345270601858019e+00
1.237374538779866695e+00 2.949629141673209688e+03 -6.695359610286633512e+00
1.240141420324519128e+00 2.295346050883050339e+03 -5.309859883064254049e+00
1.256317332466656111e+00 1.911784785882413416e+03 -6.426701763035847392e+00
1.250272337777913911e+00 1.714266270295625873e+03 -3.942165800229695094e+00
1.251141858174425803e+00 2.511261764887739446e+03 -7.248932416275736479e+00
1.256077009215888163e+00 1.682473574760372230e+03 -5.717361066892892474e+00
1.241043373191156540e+00 2.244267357926036311e+03 -4.851675271744098517e+00
1.255866210404104066e+00 1.438930664471741011e+03 -4.422647281250652540e+00
1.243335829081194888e+00 1.985773032650563209e+03 -4.423421070281193579e+00
1.251593271747768465e+00 2.421127995147733145e+03 -7.135845889237176998e+00
1.259814738994837091e+00 1.552017569541931152e+03 -5.402815461158752441e+00
1.254305497592345331e+00 1.510669974122504300e+03 -3.686616049504443993e+00
1.250114286728058577e+00 1.686241727651642577e+03 -4.687733519856719155e+00
1.254041472186796069e+00 2.319541600027013374e+03 -6.766317075740470699e+00
1.254617355059653327e+00 1.523178606199896194e+03 -4.717679832740749646e+00
1.255239219122798566e+00 2.058647019627926056e+03 -6.683946731444871503e+00
1.252148883883092534e+00 2.591868628358603019e+03 -7.315068169055770397e+00
1.237535763229439700e+00 2.507772845652491924e+03 -5.363592022969407402e+00
1.253642498757723267e+00 1.649742467904419300e+03 -5.216108741845364882e+00
1.249398924146572165e+00 1.699313052052494186e+03 -4.576051211388985962e+00
1.247684666869524506e+00 2.725230962010447456e+03 -6.692159570224045950e+00
1.236142616441749054e+00 2.879075601851500323e+03 -5.888242308524294089e+00
1.253212800478400446e+00 2.363276343818283294e+03 -6.705684084723877447e+00
1.251015184908124134e+00 1.593079171445817337e+03 -4.257095428329805031e+00
1.251080095374696111e+00 2.727914886986850888e+03 -7.329028386864312239e+00
1.253483527413190801e+00 2.200242740712503291e+03 -6.260627272842988589e+00
1.255783254164941853e+00 1.574176199480553578e+03 -4.284118027934426642e+00
1.249558007568306595e+00 1.852232983002846822e+03 -4.417847602678680374e+00
1.254920234513054567e+00 1.988902522018316176e+03 -5.844098638263970358e+00
1.247736341631987766e+00 1.728342273975708622e+03 -4.219593801652761655e+00
1.252358898319740899e+00 1.787070377759538587e+03 -4.598210389714101787e+00
1.248507451377606658e+00 2.215780038034080462e+03 -6.412701257320068571e+00
1.245866561018036167e+00 2.402359736264750154e+03 -6.549186074317481676e+00
1.249237937596938908e+00 2.905827918994121319e+03 -7.360752895261811979e+00
1.258282265261464472e+00 1.354588449309285807e+03 -4.169310196014642145e+00
1.253183213547322650e+00 2.202981677680334542e+03 -6.841360988517622310e+00
1.248593802686669862e+00 1.813502172825097205e+03 -4.145050662059123425e+00
1.247676531753455498e+00 1.941928214371409922e+03 -5.412714068844129756e+00
1.248378471796864675e+00 1.714908507080129993e+03 -4.349298328853057782e+00
1.247184507952017407e+00 1.783492196144227819e+03 -3.956331550494432747e+00
1.246741412585937958e+00 2.672015409118360367e+03 -6.455041682988785112e+00
1.254583879385734901e+00 1.555613429562773490e+03 -4.892536436258596133e+00
1.255115874600543524e+00 2.112984617923080350e+03 -6.757499610092594367e+00
1.236439126416645884e+00 2.957599287316461414e+03 -6.579326696796295337e+00
1.252333854376763256e+00 1.513665491113928283e+03 -3.701856742256506294e+00
1.252611012196226170e+00 1.507579311993095871e+03 -3.932680193193178297e+00
1.258566383724817772e+00 1.481560079405604029e+03 -5.109122434118080314e+00
1.250036571106059036e+00 1.792207815698781360e+03 -5.203625580462359679e+00
1.259653263485562169e+00 1.503252300697599367e+03 -5.064119894508956499e+00
1.257068264074584496e+00 1.734454102890110107e+03 -5.334091711253290846e+00
1.253877595128232825e+00 2.322081886888669942e+03 -6.759791392450255287e+00
1.256908241886736777e+00 1.691112930131172561e+03 -5.810216763248043037e+00
1.256329047556000056e+00 2.038190021812555869e+03 -6.436745233336512051e+00
1.236691237310959313e+00 2.814728230814763265e+03 -5.814529924806674188e+00
1.240286207031720878e+00 2.924053802558772986e+03 -6.971684716314664243e+00
1.248277465337967573e+00 2.058321298920862318e+03 -5.003535719934392390e+00
1.256822712942036624e+00 1.670518904263479271e+03 -4.995413732123104467e+00
1.251127856744678191e+00 1.572096417749299462e+03 -3.685932783538481416e+00
1.258798689852908881e+00 1.402523550977023888e+03 -4.648840838305503098e+00
1.258903222129728716e+00 1.436479453282541726e+03 -4.884523710133071184e+00
1.248521689899302789e+00 2.836806534649385412e+03 -7.513619911308062171e+00
1.243009606635469222e+00 2.468130125631870214e+03 -6.338046691428552926e+00
1.251575958084443441e+00 2.032815829510625008e+03 -5.400590619021073735e+00
1.258577399107381645e+00 1.643004807242024299e+03 -5.361529003589600606e+00
1.247742100343567806e+00 2.114887149554278494e+03 -5.116643175150150213e+00
1.247329450758318359e+00 1.750613950872768783e+03 -4.159184435793236823e+00
1.251477144407913134e+00 2.643126834525493450e+03 -7.184678407329100125e+00
1.237409165912445097e+00 2.791300408019872521e+03 -5.815953323587606860e+00
1.250461765770705780e+00 1.639954910224071227e+03 -3.751946361205458658e+00
1.241344120570290643e+00 2.163064474387008886e+03 -4.879679615636390189e+00
1.258360651860875645e+00 1.440115601302777350e+03 -4.312821858339242809e+00
1.235496506820810803e+00 2.754455138786479438e+03 -5.774247297794602218e+00
1.259515884114778217e+00 1.455531558589442739e+03 -4.950199367376233006e+00
1.248791779824000692e+00 1.697059212427806415e+03 -4.309636169777100179e+00
1.251799297027406332e+00 2.029141656308295524e+03 -6.292980925121564262e+00
1.245006820784780421e+00 2.245575210561502900e+03 -5.196353166823100445e+00
1.248612684676834172e+00 2.966302258500776588e+03 -7.405945273256962835e+00
1.245285791366243178e+00 2.763687699062409592e+03 -7.185031120578008412e+00
1.246389953813442419e+00 2.390775144738948256e+03 -5.748980363304542429e+00
1.248961268405165637e+00 2.571071974393467826e+03 -7.176167981145368913e+00
1.253593791822625425e+00 2.109621002015845079e+03 -6.661308250935793041e+00
1.254683729436824935e+00 1.451406072956847311e+03 -4.075700026947673749e+00
1.249556445971609753e+00 1.675707657668332104e+03 -3.822007242860504306e+00
1.238951847177387044e+00 2.507909708272967691e+03 -5.368382616565305909e+00
1.259449979952706578e+00 1.491519455374174868e+03 -5.088544264388666249e+00
1.256138900967560534e+00 1.417452646440228818e+03 -4.193232292726859711e+00
1.249029181707373981e+00 2.684614879090306204e+03 -6.811999271341809603e+00
1.238960829937998831e+00 2.530419334792854897e+03 -5.872299227061511750e+00
1.242549118136165864e+00 2.070369213087074513e+03 -4.713118657540709577e+00
1.249341617562242268e+00 1.792482515106906249e+03 -5.047775354728036845e+00
1.250897678509961697e+00 2.003702662003614023e+03 -5.202974188437095471e+00
1.250419124926706038e+00 2.489847079386363475e+03 -7.145403982146784294e+00
1.245717507479443986e+00 1.989050133015720348e+03 -5.208225972054384201e+00
1.253701798031068515e+00 1.833892661195276105e+03 -5.049462000706718356e+00
1.244497885217711541e+00 2.908599462271889479e+03 -6.687756024597041993e+00
1.236759930244643924e+00 2.869055147394491087e+03 -5.925371676880438088e+00
1.245284085874210689e+00 2.609531232238591656e+03 -6.152865077391507675e+00
1.257873694952920118e+00 1.475702438162477392e+03 -4.956892352231795584e+00
1.247369193246421926e+00 2.307671068022928011e+03 -5.652508821457391974e+00
1.238214435448929951e+00 2.859202549100038141e+03 -6.000767084741560176e+00
1.239641020271302851e+00 2.327687334468248991e+03 -5.143542554864689365e+00
1.248476768919966950e+00 2.243143045294806143e+03 -5.613118904567588885e+00
1.237115637889256714e+00 2.925853399818108301e+03 -6.046067716032069939e+00
1.256032811847527020e+00 1.944534360634772383e+03 -6.423348633705598942e+00
1.249962230568319788e+00 2.187762833670736654e+03 -6.490812691397461087e+00
1.252166282950020637e+00 1.927543305401891075e+03 -6.028305653230290773e+00
1.249209505517397956e+00 2.513268812825946043e+03 -7.093723760281822166e+00
1.250250288667899889e+00 1.709964042929172820e+03 -3.993817009866280188e+00
1.236834674864695227e+00 2.878981927695277591e+03 -5.948740823577871595e+00
1.258416714259008584e+00 1.699224101090537943e+03 -5.803616563713417165e+00
1.255386562398894013e+00 1.592351772915551919e+03 -5.184024002886987503e+00
1.247837933307246239e+00 2.119067749833262951e+03 -5.158661577671334264e+00
1.246987176552328824e+00 2.634060127302558158e+03 -6.416668849423751375e+00
1.246750244713512368e+00 1.801963281023863146e+03 -4.361829106563750891e+00
1.248573727151664814e+00 2.134817044173683826e+03 -6.175371040889044316e+00
1.255242758842385342e+00 1.492245925359375860e+03 -4.571897146137923862e+00
1.254568449018180321e+00 2.209713740431757287e+03 -6.840213346324228283e+00
1.239487123533256741e+00 2.420617841055862300e+03 -5.233839683926847286e+00
1.253041211279792844e+00 2.301968353677871164e+03 -6.969088858997037228e+00
1.243352979897244470e+00 2.905383391033361022e+03 -6.560174724331059082e+00
1.241279629372446625e+00 2.294009964213903459e+03 -5.505682252300542423e+00
1.248352141984993668e+00 2.736477834987933420e+03 -7.366948814812891655e+00
1.252147667481635862e+00 1.810289743534021000e+03 -5.609971208474060944e+00
1.245903826892196697e+00 2.888730319218542718e+03 -7.411807452080413583e+00
1.253315162961369023e+00 2.383081355757257370e+03 -7.044978450738803133e+00
1.257795811300431499e+00 1.476327381449386166e+03 -4.922357204238847928e+00
1.257060563761157379e+00 1.461775888701032727e+03 -4.131400388937095158e+00
1.254731355720907215e+00 1.462858912508340381e+03 -4.159242285698008246e+00
1.257273044958939767e+00 1.434295584242297082e+03 -4.558988310629688456e+00
1.248834205985075885e+00 2.280590517310882205e+03 -5.776791576853637977e+00
1.254438198050332964e+00 1.979028229795683274e+03 -6.406421634141620913e+00
1.241738563041232091e+00 2.875480671202276881e+03 -6.338857551402380608e+00
1.249344637474302022e+00 1.806953429723642330e+03 -5.105871070840187542e+00
1.240554498927743721e+00 2.949305020533332481e+03 -7.030774763739071176e+00
1.253275901939873371e+00 1.612269827192744742e+03 -4.046803439688023474e+00
1.245761445017823821e+00 1.888169459737217494e+03 -4.252910267044542003e+00
1.251743935343134106e+00 2.416968118193350165e+03 -7.090154128469728256e+00
1.253169239747676800e+00 1.777155082636003499e+03 -4.744754535467136769e+00
1.240586999898805498e+00 2.535774780749006823e+03 -5.538028303080587911e+00
1.255755614225982475e+00 1.952461122088158845e+03 -5.956320338659322644e+00
1.258666737003044878e+00 1.499429158909116722e+03 -5.098186277836854075e+00
1.239750504278857246e+00 2.691794273388517922e+03 -5.800376455314411928e+00
