R_p_ref T log_TiO
1.247295673975265418e+00 1.741463053421067343e+03 -2.187152708514283006e+00
1.257143567288381503e+00 2.128364819319078379e+03 -7.623316787159574837e+00
1.246333918403535357e+00 1.737938054492278070e+03 -3.234506654796533098e+00
1.248040407392245754e+00 1.748586632711927678e+03 -5.049195239248007283e+00
1.260858658481122108e+00 2.281693508013591327e+03 -7.762196527100764243e+00
1.246385983492378946e+00 1.722529998904278955e+03 -3.106274713140793509e+00
1.261472639715671917e+00 1.950682044029235840e+03 -7.637753009796142578e+00
1.247079270054178401e+00 2.519683970888087060e+03 -7.278821157975333911e+00
1.253919674593400480e+00 1.816003543943189698e+03 -6.443885177864427050e+00
1.254349581961329951e+00 2.348601346501342960e+03 -6.575991813244289830e+00
1.250030717203584718e+00 1.445832621779261217e+03 -3.272875316885548003e+00
1.259171420693522503e+00 1.351400684291998459e+03 -2.995730296597416853e+00
1.264901828010401630e+00 1.692032844231407580e+03 -7.302917449180931442e+00
1.241061981131041936e+00 2.920725549304689594e+03 -6.317122081819961821e+00
1.247453701750391941e+00 1.631303648209933272e+03 -2.487528308864105142e+00
1.254614535409452225e+00 2.762867061913466387e+03 -7.576606947804727987e+00
1.259429614839463696e+00 1.542671591921779054e+03 -6.347419174948630172e+00
1.252137166299687188e+00 2.247334412988377153e+03 -7.308414230206526696e+00
1.254641927201483931e+00 2.112317355418821990e+03 -5.982803497257213721e+00
1.250320186675141887e+00 1.684478042180537159e+03 -2.370801056898086401e+00
1.261547447887283457e+00 2.164696783505622079e+03 -7.593668300048255659e+00
1.239333212244613680e+00 2.279120087068085013e+03 -5.195516319019865215e+00
1.245067183906127584e+00 1.929553915059706696e+03 -4.158030918050624081e+00
1.269752667683681224e+00 1.158220373007888384e+03 -5.591837569541855402e+00
1.253562519385823748e+00 1.594898097015891381e+03 -5.488665987564245619e+00
1.257786811607783495e+00 2.170825665098454920e+03 -6.672909952160236635e+00
1.234493999185007240e+00 2.900367409077229240e+03 -6.306842984989254219e+00
1.253160393156036445e+00 2.755715166164083712e+03 -8.155821859649684313e+00
1.264352837323215573e+00 1.602675652880262533e+03 -7.080742499622592945e+00
1.264474140433466731e+00 1.557178478562994087e+03 -6.983467865856878731e+00
1.239203930443511403e+00 2.534743152283203926e+03 -6.162267306596073801e+00
1.266084961331697789e+00 1.340917966917262447e+03 -6.477205096133578976e+00
1.259477116924074824e+00 1.985376811637489027e+03 -6.432007214981777743e+00
1.249457015820840455e+00 1.481109666499875175e+03 -3.113349359381709647e+00
1.252713414715677986e+00 1.471048633003872283e+03 -4.582394796540858017e+00
1.255565850020913476e+00 1.633075207766367839e+03 -4.296585589842878861e+00
1.243348812095066425e+00 1.999270166321443412e+03 -5.034632443385032019e+00
1.251305407650991075e+00 1.434290428394959235e+03 -3.767773806636990130e+00
1.258767356903537804e+00 1.615839228132076414e+03 -6.485179453924816428e+00
1.244277158917301396e+00 2.028097613061549509e+03 -5.403762042525778853e+00
1.242400764989116002e+00 1.993531672592891482e+03 -4.517682733808604745e+00
1.256090522216190664e+00 1.214642714908755352e+03 -2.630495477863185272e+00
1.247618970074358735e+00 2.065170492833114622e+03 -4.927468746013336620e+00
1.263858257617639147e+00 1.524342439606477456e+03 -6.826012274637070831e+00
1.244172482134791036e+00 2.096440232105705491e+03 -5.648848455673113556e+00
1.259696221530913540e+00 1.348971004468107594e+03 -3.388742113572483561e+00
1.246635391608590826e+00 2.504103597660134255e+03 -6.022298625450741127e+00
1.241955336407949861e+00 2.372112571723863766e+03 -5.284504452193274915e+00
1.250474138459349849e+00 2.531058553422722525e+03 -7.632982399771775839e+00
1.249338552935491897e+00 2.062021715334778946e+03 -6.441348014803011779e+00
1.256259950303824757e+00 1.449977563622644993e+03 -3.186546030983585354e+00
1.267256308195631398e+00 1.024091772731699393e+03 -5.048810379334016218e+00
1.235228026688431457e+00 2.954462226178822675e+03 -6.041325411767741294e+00
1.237000421892554769e+00 2.961214967417902244e+03 -6.850186598513932523e+00
1.249015760546682507e+00 1.770714206558082424e+03 -2.061984498716894265e+00
1.265275381888239181e+00 1.545820423656191451e+03 -6.938785182944277707e+00
1.254967651602527878e+00 1.608719844993645893e+03 -5.794970544329048678e+00
1.258236477532897801e+00 1.944673109763466528e+03 -7.300298624382888235e+00
1.264456349156119375e+00 1.688997417155098447e+03 -7.179382370721244300e+00
1.258638855605528573e+00 2.270553068213454026e+03 -7.158260976615601123e+00
1.249978292291096915e+00 2.992859951737589199e+03 -7.379930476531052719e+00
1.265061474923986351e+00 1.605168148517118425e+03 -6.395440103662110687e+00
1.251055900386361053e+00 1.613343224836941999e+03 -3.263701631517598400e+00
1.248885004275872346e+00 1.637830023657666061e+03 -4.521857069995903089e+00
1.240525132864249702e+00 2.387959976608752640e+03 -5.922932105919649359e+00
1.263382910938191550e+00 1.102301312981338015e+03 -4.750327845936154425e+00
1.251446477868258578e+00 2.702137892208946141e+03 -7.953455539102746386e+00
1.253753608929544017e+00 2.808674740096678761e+03 -7.579782024072229341e+00
1.250541849392394989e+00 2.076610882113860953e+03 -6.651349018334471452e+00
1.248413722815778559e+00 2.309972506458491807e+03 -5.755518929295897479e+00
1.262597793607529661e+00 1.212411305503857193e+03 -3.094803404250665579e+00
1.263821890544765347e+00 1.518493473676572421e+03 -6.763280473580772778e+00
1.239563904408940154e+00 2.369385924945185252e+03 -5.230601426278994381e+00
1.260328148330209341e+00 1.403614719874820594e+03 -4.056236717157133853e+00
1.263738857905933433e+00 1.623710031901825005e+03 -7.014701663497588058e+00
1.248574808918685441e+00 1.548012659839359230e+03 -3.102140240588951769e+00
1.262741077933835054e+00 1.024017004967508910e+03 -3.797943984742044421e+00
1.262573452731198032e+00 1.810849481297288094e+03 -6.576071273628339320e+00
1.263296917777041228e+00 1.218082289322201859e+03 -5.462087507710082335e+00
1.264018460026439028e+00 1.419473238208354360e+03 -6.453458738299557851e+00
1.264107144652970138e+00 1.563425670219071890e+03 -6.878487494201682040e+00
1.250410930189784997e+00 1.909293344879477218e+03 -4.754533698766147509e+00
1.249662405613785721e+00 1.697106528174446112e+03 -2.151654810717165134e+00
1.260338113338628219e+00 2.119925454938977055e+03 -7.683194266390129812e+00
1.239402480676181639e+00 2.496180469272103437e+03 -6.018953102075140116e+00
1.260097481461529334e+00 1.436844739014975630e+03 -2.001436012294560030e+00
1.262806123662467250e+00 1.913472556448246451e+03 -7.176017475085846087e+00
1.254245930874011483e+00 2.677599414922865435e+03 -8.075647093446338687e+00
1.265610566067250531e+00 1.491900362030582755e+03 -6.711597311594362125e+00
1.255884029728707052e+00 2.046863877685782199e+03 -7.242019996758396694e+00
1.264054711632824457e+00 1.344972095913878775e+03 -6.149146082370767097e+00
1.243780427296514945e+00 2.717953808011408000e+03 -7.208216000421764136e+00
1.240229869196360246e+00 2.503851432741579174e+03 -5.522089327817290894e+00
1.258101237536659367e+00 2.287736192482168462e+03 -7.145401735626301765e+00
1.247740874599844396e+00 1.977760591340376322e+03 -5.850814213950810583e+00
1.264050063817500291e+00 1.597612040983074621e+03 -6.112478194623829353e+00
1.260174694147409236e+00 1.506393943361731090e+03 -6.226119549942556120e+00
1.261669257151099011e+00 1.222427883678516764e+03 -5.109178528920157447e+00
1.241818260115814088e+00 2.503402897374284294e+03 -6.457256626710193181e+00
1.250414739884990745e+00 1.669302970075621488e+03 -2.223812464122126187e+00
1.246166353271742189e+00 1.741104929393731254e+03 -4.009594470654220366e+00
1.261818397839091555e+00 1.235167917092441257e+03 -2.443870170782794560e+00
1.262759291136117401e+00 1.328531584533620162e+03 -4.283717983745701119e+00
1.267238307768896011e+00 1.051415813575724314e+03 -5.064837406731685476e+00
1.238828153625139983e+00 2.678789243778666787e+03 -5.794010769799265326e+00
1.251661779141622466e+00 1.870886484979842407e+03 -6.152611872669355719e+00
1.255077642659936599e+00 1.631925696869456715e+03 -5.846132581924328164e+00
1.258541858959042470e+00 1.390473826050926164e+03 -5.394283829257997986e+00
1.255169381318834487e+00 1.359279595815589573e+03 -2.245053394317441331e+00
1.239772391535444829e+00 2.970584772536015407e+03 -7.186528426442395201e+00
1.253520000241224341e+00 1.516606156728893438e+03 -4.960668149302834173e+00
1.261748901940902501e+00 1.440059641570359418e+03 -4.710188927102519685e+00
1.243285123549515925e+00 2.166742357959621586e+03 -5.644353490847072052e+00
1.241855038996825478e+00 2.291462318120178224e+03 -5.165592107826304513e+00
1.237586343418181745e+00 2.997237792906719733e+03 -6.961077116867052439e+00
1.254538762507931837e+00 1.483907654915150943e+03 -3.137461009550246871e+00
1.247461168757989070e+00 2.894920738980559236e+03 -6.939776085397157956e+00
1.243690227859851838e+00 2.569076582641418099e+03 -5.925652299905028286e+00
1.254929376267079011e+00 2.576038206489789445e+03 -7.308053483183224230e+00
1.243172509124918168e+00 2.541657517130788619e+03 -5.822382885460830160e+00
1.240926178738513075e+00 2.466427413928580791e+03 -5.504918387700350912e+00
1.250256659096532719e+00 1.480775272111913409e+03 -3.242951872797714685e+00
1.264801595163440373e+00 1.425768440171914335e+03 -6.466802070330056829e+00
1.248135037446804985e+00 2.885344782519611726e+03 -7.893810159749930833e+00
1.238363804687726555e+00 2.514491962224215058e+03 -5.734685777436652643e+00
1.239503989123819316e+00 2.505673511838227569e+03 -6.028475102008633790e+00
1.258755402412929048e+00 1.125144133808340030e+03 -2.911140234178395403e+00
1.248253726483840698e+00 2.155623866271597308e+03 -6.489508763245408041e+00
1.257450910418883794e+00 2.481827991631263103e+03 -7.894914284237507296e+00
1.264032320044622404e+00 1.708931744341487047e+03 -6.975120043208955067e+00
1.266755906653058705e+00 1.120509422616157963e+03 -5.363278224431733854e+00
1.250697009056062736e+00 1.582500863249921622e+03 -3.124671815269326913e+00
1.264307521326838879e+00 1.122713886493688278e+03 -2.425788670962681692e+00
1.262546122824702355e+00 1.870157282473637679e+03 -7.266590476895079753e+00
1.251577492747138809e+00 1.571479001702251253e+03 -2.213942145527836303e+00
1.253611164614630180e+00 2.846874185769345331e+03 -8.147297195331063335e+00
1.265593634504890375e+00 1.501042035503905254e+03 -6.291484617463066087e+00
1.256380757113247260e+00 1.308544046687859009e+03 -2.258188841947539771e+00
1.264076126565579994e+00 1.590737759566371324e+03 -6.834482446002482448e+00
1.243193160262388020e+00 2.884121447359672857e+03 -6.501369153397206446e+00
1.250020860230076636e+00 1.527724197357579669e+03 -2.758963413992448821e+00
1.255033850676217977e+00 2.384395476149942624e+03 -7.737105223801138187e+00
1.248118633115215204e+00 1.678726425114983158e+03 -4.389132245202752358e+00
1.259998024350637236e+00 1.328367551656982641e+03 -2.265397860451365375e+00
1.266314090124715186e+00 1.038499985506753319e+03 -4.748922383484819321e+00
1.249784981804395123e+00 2.285152279964577247e+03 -7.021523522295034070e+00
1.243665263045900637e+00 2.010192592334177789e+03 -4.632705678944403438e+00
1.266341749124234140e+00 1.345458050648585868e+03 -5.648498355343374300e+00
1.253681342604535676e+00 1.918018329585406718e+03 -6.595160973093149082e+00
1.248657084581405119e+00 1.794079074903283981e+03 -4.133095745431027979e+00
1.262202025594386434e+00 1.042935277698189793e+03 -3.601773570069184416e+00
1.240719668106811335e+00 2.341870962535072977e+03 -5.677631413918454051e+00
1.245337936897732423e+00 2.418122643858528136e+03 -6.736427812784752334e+00
1.250273415769145302e+00 1.549406999433285819e+03 -2.751472998345413146e+00
1.259837463178952177e+00 1.655029985531219154e+03 -5.381720372252807749e+00
1.261951030373833937e+00 1.919111387817125433e+03 -7.300862692161603995e+00
1.263459285127603859e+00 1.744581500537925649e+03 -7.008556498030086956e+00
1.254390814212242855e+00 2.333558522957015157e+03 -6.654425233582064614e+00
1.252383168468926389e+00 1.595830207902735538e+03 -2.201272045239340613e+00
1.239287444121540904e+00 2.442735268073985026e+03 -5.559875525203329616e+00
1.241762622729844168e+00 2.342704119022830128e+03 -5.316469359563080310e+00
1.248550141384175971e+00 1.614891669988504873e+03 -3.890749706893807058e+00
1.263197905696092915e+00 1.557526579966251575e+03 -5.757641524939145938e+00
1.261245626987166135e+00 1.483921357595148265e+03 -6.225773344491297934e+00
1.248181703025935896e+00 1.648296407822603669e+03 -3.579664421602863911e+00
1.261271640923332438e+00 1.455717331344817239e+03 -6.127609984875785898e+00
1.265445142938469214e+00 1.014972266308646340e+03 -2.274947556066734933e+00
1.246527499157895180e+00 2.227112527413297357e+03 -6.402990149102486761e+00
1.252768132620916797e+00 1.801989370386099608e+03 -6.056895773923658410e+00
1.261614212570187021e+00 1.785145604527306659e+03 -6.338920350129931158e+00
1.248749489721530104e+00 2.708697264910521881e+03 -7.681607535741280302e+00
1.257136071436313784e+00 1.400849396093998166e+03 -2.031286935636549273e+00
1.254583961602391717e+00 1.298866348970854233e+03 -2.830803163044114612e+00
1.245555580777744975e+00 2.194650322237901946e+03 -6.138182319795030928e+00
1.240329731956554715e+00 2.603192814014849318e+03 -6.433117605702500796e+00
1.247647282341156183e+00 1.691104084716046145e+03 -3.765720145646362482e+00
1.255393192688989856e+00 1.372244681198347280e+03 -2.244709313842173870e+00
1.248463728208066836e+00 1.635975114681316882e+03 -4.057245721678848227e+00
1.254735292575317462e+00 2.582254020305701033e+03 -7.326982056954410183e+00
1.250996189357290511e+00 2.459481423494155933e+03 -7.489463374956344843e+00
1.256760224535144577e+00 2.323490563860958900e+03 -7.728384219278587430e+00
1.254823197289134606e+00 1.394343407905336790e+03 -4.425333734252069107e+00
1.247042444725744881e+00 1.948564488470925198e+03 -5.528224807614500413e+00
1.259757024723217045e+00 1.663163179050347935e+03 -6.627029948346210730e+00
1.255567542457831642e+00 1.441467483155975515e+03 -2.093267189218437352e+00
1.249104010781157958e+00 1.750624187386163157e+03 -4.029348574274049355e+00
1.239544588598359587e+00 2.431958223568703033e+03 -5.632921570905427444e+00
1.261576838930510203e+00 1.969891618344952803e+03 -7.203344837711685322e+00
1.253716567410839478e+00 2.236427877600525790e+03 -7.349729054206338930e+00
1.255603976556893153e+00 1.274590124533387780e+03 -3.523957499863046294e+00
1.262872622619494622e+00 1.582950926268497597e+03 -6.702128657811743828e+00
1.250629128488394137e+00 1.488037473540426163e+03 -3.054175415501582336e+00
1.259940989344598083e+00 2.016958503782185744e+03 -7.431061873375928606e+00
1.261619291402532372e+00 1.457220185609921145e+03 -6.162525649847259146e+00
1.249529618109611828e+00 2.994233768770031020e+03 -7.391602012812982458e+00
1.254783675560951384e+00 1.384123077254873124e+03 -4.323299393376628608e+00
1.252762181914681916e+00 2.431138927801335740e+03 -6.669562222233087034e+00
1.250101245944096773e+00 2.611817131183440324e+03 -6.722756992606714554e+00
1.264419429994633637e+00 1.369409306868320300e+03 -6.150002758347214993e+00
1.268248432730517905e+00 1.043123167742121495e+03 -4.667218679053810604e+00
1.241494517451451340e+00 2.241209376068493839e+03 -5.206396273573387745e+00
1.253331047559698819e+00 1.362912755772726086e+03 -3.422034633086543209e+00
1.264439042535212776e+00 1.088628339606180816e+03 -2.700031734162960717e+00
1.258329386873566547e+00 1.329710780950532126e+03 -2.821529900961444071e+00
1.267236996662276738e+00 1.195694428499806918e+03 -5.534525614207570499e+00
1.261718960918840837e+00 1.040724817641419122e+03 -2.979508157624012554e+00
1.254677749513812834e+00 1.537065858268039392e+03 -2.048234507844533425e+00
1.263128081868085673e+00 1.492163325720558078e+03 -5.439902108878502673e+00
1.261306871339689772e+00 1.115420829642199806e+03 -2.331790600157443549e+00
1.264279670500374486e+00 1.555498656027541983e+03 -6.153828200726783493e+00
1.259333041429628652e+00 1.401465494971634598e+03 -5.524805077107524554e+00
1.258313990987652176e+00 2.308146964652321003e+03 -7.702312268491155578e+00
1.252597194586658080e+00 1.843430180502187113e+03 -6.155253698469913992e+00
1.238030888915396588e+00 2.610611449054270452e+03 -5.822023903810229939e+00
1.246021384911738084e+00 2.294835829581278631e+03 -5.533978732922014032e+00
1.252915949212210833e+00 1.535561130225685247e+03 -2.281386900674426954e+00
1.260547499365491042e+00 1.328235081465667463e+03 -2.090650293177544583e+00
1.248489112071045293e+00 2.360783827588968052e+03 -7.000231543367002374e+00
1.266636136772882004e+00 1.178646640550370421e+03 -4.727226266195714288e+00
1.254269979486470898e+00 1.728168046332900758e+03 -6.020538614632709340e+00
1.251082754961478916e+00 1.466159608601318268e+03 -3.293733524573610794e+00
1.252589622946572723e+00 1.926177955063516265e+03 -5.208647067613197734e+00
1.265958850114910828e+00 1.389336756939770567e+03 -6.091443140614251739e+00
1.260959684146150561e+00 1.146577181540430956e+03 -2.274727481967163456e+00
1.257522531106547881e+00 2.016002295165896157e+03 -6.303774410449790366e+00
1.246074227299244219e+00 2.376105780558334118e+03 -5.748682954737059703e+00
1.259554562322744431e+00 1.633085643984208673e+03 -5.256665721880277253e+00
1.256878794996976634e+00 1.501849862288137047e+03 -2.034350841756356942e+00
1.264440332423211188e+00 1.263424322407981435e+03 -5.683346873349454320e+00
1.248295256306880763e+00 1.957874423524888243e+03 -5.801684558460951990e+00
1.262362965589761910e+00 1.334410905838012695e+03 -5.718496561050415039e+00
1.255643418724115001e+00 1.400836042234951719e+03 -2.182127038515908168e+00
1.265695407405813766e+00 1.160707140122746750e+03 -4.201710460635651678e+00
1.265970157975691457e+00 1.347728759362636538e+03 -5.662277540969249401e+00
1.258689906870232855e+00 2.279431477212699519e+03 -7.633419149416658556e+00
1.246196226743494506e+00 2.770971213857827934e+03 -7.516346043606728422e+00
1.260398830798483250e+00 1.392352229954954510e+03 -5.660718426852497487e+00
1.254908006863856507e+00 1.441440111780241978e+03 -4.746627433817268482e+00
1.262007579426928094e+00 1.653484919178441942e+03 -5.926754642406818263e+00
1.255747231966495292e+00 2.105934940888230813e+03 -6.274409921287467995e+00
1.264222909583821775e+00 1.576173016511054357e+03 -6.643740016768402867e+00
1.249938098393918118e+00 1.832000369495250197e+03 -5.617953144183617908e+00
1.255720940836785982e+00 1.332412053227101751e+03 -4.166303972626574037e+00
1.257108978785117959e+00 2.458782886221699755e+03 -7.566364239247715950e+00
1.254748386005271943e+00 2.645927708597320361e+03 -7.964036440231742731e+00
1.252869886815497713e+00 1.968392164012843750e+03 -5.400447872491181300e+00
1.266232397559459599e+00 1.207731407129888112e+03 -5.575269469609754225e+00
1.262849281967014736e+00 1.023497394676458384e+03 -3.390908430012181896e+00
1.267693320207131880e+00 1.099756421446206787e+03 -4.904419458654643904e+00
1.263171806152774357e+00 1.051769694691445693e+03 -3.924726788900370522e+00
1.252747972618631245e+00 1.500186476613946070e+03 -2.383783963872243561e+00
1.260204616110119691e+00 1.869764412275584618e+03 -7.160076072472942421e+00
1.249814224878063706e+00 2.633863827769808722e+03 -7.644571710562767741e+00
1.262610773949508935e+00 1.277418063917426480e+03 -4.038189373003751470e+00
1.257200214997303611e+00 2.108157363185308895e+03 -6.538210808582966216e+00
1.260108675830739378e+00 1.381289377658839385e+03 -4.044193712157872156e+00
1.252874508576108603e+00 2.699928989921191715e+03 -7.305079715038757193e+00
1.255663285246771732e+00 1.435588911384102175e+03 -2.138694218637771982e+00
1.247836564111484803e+00 2.084519473822171221e+03 -6.147978255656608049e+00
1.252386507157425610e+00 1.456829625686589225e+03 -2.581092647690255149e+00
1.241325263957969716e+00 2.423717547965024551e+03 -5.512908683721648551e+00
1.262348787870316791e+00 1.786211686728268432e+03 -6.648091254935530436e+00
1.249038770073372717e+00 2.127579228826579310e+03 -6.474693888724527113e+00
1.248390908070168503e+00 2.504634016039465678e+03 -7.274680604938067674e+00
1.243679761779709514e+00 2.136128861998387038e+03 -5.497609486589013272e+00
1.258672589038470013e+00 1.308762465942773133e+03 -2.742966307114073743e+00
1.252945707290470612e+00 1.896916915605722807e+03 -6.373719575129046966e+00
1.254845305498745844e+00 1.895360392007502014e+03 -6.646225949421207702e+00
1.252372469868698435e+00 2.109589842630651674e+03 -6.888999834886391227e+00
1.247431321964901585e+00 1.728810445828841239e+03 -4.076643743407395881e+00
1.240821676740743396e+00 2.385653906509397530e+03 -5.790019264361196960e+00
1.244693910898541533e+00 2.021686095612868939e+03 -4.745442712958490183e+00
1.248489372015667787e+00 2.039891493124687258e+03 -6.109881854769090737e+00
1.251607790532047515e+00 2.993976825512771029e+03 -8.142263997339984627e+00
1.247933082065687760e+00 1.820982245954633981e+03 -4.273246262531145589e+00
1.255200920586137414e+00 1.532721145992838956e+03 -3.883175472101013881e+00
1.248964618731905007e+00 1.642375870064884793e+03 -3.685352286642904929e+00
1.238236045306277289e+00 2.755793635602029099e+03 -5.984531688528198501e+00
1.254567170668348997e+00 1.489672835540531878e+03 -3.457359158991044623e+00
1.250200145786919181e+00 1.548586199428041255e+03 -3.344588514025147674e+00
1.263042954995907241e+00 1.162266865842034804e+03 -3.191467719342842457e+00
1.246706792803489616e+00 2.805712175767919234e+03 -7.612486701684879620e+00
1.249179841632349408e+00 2.014345027840685361e+03 -5.080114220321675589e+00
1.253927167638120288e+00 1.481936702875426818e+03 -2.354265328108388289e+00
1.256036572668316920e+00 1.400810730029081697e+03 -2.577109568905527226e+00
1.242017872180359195e+00 2.916802846659662464e+03 -6.495657381769922800e+00
1.263745356397866448e+00 1.598510489537628018e+03 -6.271384878961940856e+00
1.251863377555799905e+00 2.587332367485143550e+03 -7.740262581908631034e+00
1.253907978272228885e+00 1.638236604735493074e+03 -4.236833627517230916e+00
1.251903450511500981e+00 2.455641190020760405e+03 -7.542345640651037186e+00
1.236128624001108678e+00 2.859689651106657948e+03 -6.244960157455675009e+00
1.261625447497358943e+00 1.471086673596091259e+03 -6.156151695096470533e+00
1.256364952449429584e+00 1.347538662443917246e+03 -2.265799571350498809e+00
1.262146368354643888e+00 1.582937591856409199e+03 -6.579059926324622332e+00
1.263918878025135584e+00 1.367871074060266892e+03 -6.023053643261031098e+00
1.253212458902867255e+00 2.784580118702687741e+03 -8.020632422886190938e+00
1.267100782163183448e+00 1.074697908267832645e+03 -4.783422400064429425e+00
1.257661309845914843e+00 1.454025565924967395e+03 -3.939733597745462390e+00
1.253861845520237939e+00 1.353692122974377526e+03 -3.448095216420423270e+00
1.257091893976034491e+00 1.573076250212980540e+03 -5.857549271988343520e+00
1.255866691867048690e+00 2.041524418771407909e+03 -6.115345368816663019e+00
1.261888785060084395e+00 1.271923600183982671e+03 -5.270176467477574178e+00
1.250090700830741808e+00 2.118303006831074526e+03 -6.593536209575976414e+00
1.262008835214557756e+00 1.158702486558332566e+03 -2.217484865396148308e+00
1.256351699314941506e+00 1.347909073555382065e+03 -2.269768604712277593e+00
1.265217541572033255e+00 1.136004807197586615e+03 -3.903198997252882663e+00
1.256428534053792623e+00 2.073365760238901203e+03 -7.250477581547814410e+00
1.257297938969795137e+00 1.375741867313217426e+03 -3.238347712890643493e+00
1.244212174227648182e+00 2.420885395330576102e+03 -5.703860898397866031e+00
1.260736751933736910e+00 1.209652269643063846e+03 -2.186367140995153946e+00
1.251307111082616164e+00 1.933453542857596858e+03 -5.078889203778967243e+00
1.264157664190677988e+00 1.288801332150684175e+03 -5.710945650400909734e+00
1.262449946854752980e+00 1.339277606587197170e+03 -5.712721963616941956e+00
1.240314186899663440e+00 2.609092218829261583e+03 -6.401484409472566917e+00
1.257994757293310562e+00 1.178983205342376095e+03 -3.017392202610128749e+00
1.254244705714279817e+00 1.445662311449980280e+03 -2.588820032973504937e+00
1.262609811621059119e+00 1.677283016338510606e+03 -6.823245568397033445e+00
1.242467643075351624e+00 2.309453503783015549e+03 -5.876907076191282719e+00
1.255587725806990740e+00 1.273712762672122153e+03 -3.158236339554859384e+00
1.266380105727308081e+00 1.263251318496395015e+03 -5.519331772335947406e+00
1.251474404098066762e+00 2.855700598557229569e+03 -8.024463463235054661e+00
1.258701399223125739e+00 2.257407255889100725e+03 -7.463239586332269582e+00
1.263198415657927454e+00 1.129933668009927032e+03 -4.591522142895686720e+00
1.254320893275865823e+00 2.777260185488014940e+03 -7.838443369354193280e+00
1.252706425187815276e+00 1.411058962342041013e+03 -2.893764095098308786e+00
1.264054002307431812e+00 1.329091704510072077e+03 -5.864612613317818912e+00
1.266519522334814241e+00 1.133970239180932822e+03 -5.105186031553508030e+00
1.267254071391942460e+00 1.096490778426704992e+03 -4.726389796936206089e+00
1.252457549027601313e+00 1.875836205438803518e+03 -6.212021717197185211e+00
1.256956389160556631e+00 2.454426274474249112e+03 -7.580033458856139106e+00
1.253345584585292105e+00 1.479354182456484068e+03 -3.106087109789577028e+00
1.246315071345557079e+00 2.448579367480318069e+03 -6.893579788616841952e+00
1.254914500227852781e+00 2.688377451421028127e+03 -7.915068618763196007e+00
1.253600445997167023e+00 2.168191509930383290e+03 -6.144163333703582808e+00
1.238777002732993848e+00 2.704979290671203671e+03 -6.377803545720071909e+00
1.237985324916905272e+00 2.796291196522964583e+03 -6.054545969897881186e+00
1.250250692380260986e+00 2.014854395691289938e+03 -6.301757150704008659e+00
1.254094755811251627e+00 2.805931995396625553e+03 -7.901461482706610084e+00
1.262425267714445187e+00 1.293737787273361846e+03 -5.462479613681503920e+00
