R_p_ref T log_TiO
1.271747551517681041e+00 1.508807231175877178e+03 -7.018046321197305204e+00
1.270622924378307150e+00 2.531045128741404824e+03 -1.077478994679607105e+01
1.266057844670415378e+00 1.157428018991889303e+03 -6.455237084498396172e+00
1.276734010775508521e+00 1.056354304249689676e+03 -8.390117169426225985e+00
1.256533345883539488e+00 1.114374727228386746e+03 -2.863202665660496749e+00
1.273395997647338795e+00 1.866620110725075392e+03 -1.006292555059370919e+01
1.269177270489763920e+00 2.157367328770904351e+03 -9.777197735128735800e+00
1.282785136676508175e+00 2.240258954202481618e+03 -1.113214572382645251e+01
1.234185880488627873e+00 1.945246304024955862e+03 -2.973062799887070895e+00
1.251953084578814046e+00 1.663622071440178615e+03 -4.055518897522934374e+00
1.232574589958046696e+00 2.555734448848220381e+03 -6.073561651764573632e+00
1.261958422353864018e+00 1.394761085510253906e+03 -6.680711030960083008e+00
1.272627879962382691e+00 2.118102577340688185e+03 -1.044239846121448068e+01
1.229938562687420855e+00 2.165827461711430260e+03 -4.437343387408471784e+00
1.283284880360961111e+00 1.810697197914123535e+03 -1.117742550373077393e+01
1.261089450228218389e+00 1.201469922506050352e+03 -2.756688833523798010e+00
1.274108234710475518e+00 1.463097172876256536e+03 -7.364914561039096697e+00
1.283220062936510697e+00 1.817897778219727115e+03 -1.110698292507707841e+01
1.281395161750381373e+00 1.053691528344433436e+03 -7.996671872032817596e+00
1.266465584067703265e+00 2.459527441003912827e+03 -9.804891060606729880e+00
1.256225793358628273e+00 1.681176229467656412e+03 -6.741649916771066842e+00
1.264785677699937327e+00 1.075452913606468883e+03 -2.419186489908561555e+00
1.239307548653203250e+00 1.826021674559291796e+03 -4.467898841553250122e+00
1.280397722682357076e+00 1.007592797279357910e+03 -8.828640103340148926e+00
1.265707420086860768e+00 1.047901749610900879e+03 -2.332125425338745117e+00
1.268539911560773170e+00 1.002344348892682206e+03 -3.221534848743420554e+00
1.272728236263990675e+00 2.263247489929199219e+03 -1.081909191608428955e+01
1.259049813330470613e+00 2.460873082345232433e+03 -8.844759317506746044e+00
1.250421494033314040e+00 1.513768296829576684e+03 -2.659690706179727471e+00
1.215143083355703757e+00 2.609290153400200325e+03 -3.752786152779641782e+00
1.250281118650576673e+00 2.488160855145554706e+03 -6.541448677935767897e+00
1.267966444909511381e+00 2.961458197036799902e+03 -1.079120069850692332e+01
1.264591308732479380e+00 2.843469643320773685e+03 -8.640660610335130443e+00
1.266402959037963960e+00 1.261793842420335750e+03 -6.986443470784376331e+00
1.254520891426132323e+00 1.441928624700334240e+03 -5.456156762843312080e+00
1.258019502789022637e+00 2.417154714748999140e+03 -7.283100268571287117e+00
1.260825029257149676e+00 1.157127026705494927e+03 -2.264764688607376897e+00
1.260032062318515056e+00 1.930135416703615647e+03 -6.396178835788584038e+00
1.251163913300633590e+00 1.815056085586547852e+03 -4.659451961517333984e+00
1.266005029511568347e+00 2.882308344575249976e+03 -1.027888568111912271e+01
1.268300814141895438e+00 2.534082283462007581e+03 -1.020749520235932373e+01
1.213810971090283575e+00 2.726046465854586586e+03 -3.114928460252414766e+00
1.280975460305317615e+00 1.028453528655021728e+03 -8.851200227801168552e+00
1.257883284593720452e+00 1.107043170641961296e+03 -2.604741813451479260e+00
1.235907484520325283e+00 2.871708807590885044e+03 -5.837319510955186530e+00
1.264140357254524005e+00 2.155891989647910123e+03 -8.990260091721221869e+00
1.229547458324338427e+00 2.402318728704231034e+03 -3.793272845509253699e+00
1.279965601826330346e+00 1.519197728406914393e+03 -1.099766547023016194e+01
1.254884130029359834e+00 1.555615712732525026e+03 -4.067576954605472750e+00
1.280696116281927477e+00 1.311826179931527349e+03 -8.851058975815535135e+00
1.280059830842933177e+00 1.951623733020095187e+03 -9.873189475435848905e+00
1.271333654644529298e+00 1.599184873466404042e+03 -8.962554471533811906e+00
1.241368823564052759e+00 2.673233866691589355e+03 -7.263468027114868164e+00
1.217753686153705273e+00 2.516129983269420336e+03 -3.740456930995732066e+00
1.281556926450133638e+00 2.004698991775512695e+03 -1.041015756130218506e+01
1.262862650955148380e+00 1.258713321110552442e+03 -6.224775913883885181e+00
1.246868901164997823e+00 1.693987112843557043e+03 -3.252617754101502001e+00
1.283120799848822546e+00 1.902841697280025528e+03 -1.137299496166769686e+01
1.266230595206785825e+00 1.403677469248497800e+03 -7.476614530655300683e+00
1.282359627617009501e+00 1.578375184632296168e+03 -1.173673405901764255e+01
1.223723688494617434e+00 2.782438671233624518e+03 -4.339614473455839061e+00
1.278228628748466100e+00 1.174070155377989067e+03 -9.009165480208471521e+00
1.279603465102892912e+00 1.613990308162129168e+03 -1.141867496014393524e+01
1.278227806211349460e+00 1.265891824076169542e+03 -7.776089152661503690e+00
1.233444748616218778e+00 2.206039667129516602e+03 -3.572198867797851562e+00
1.282978793106383186e+00 1.769516133557438934e+03 -1.127853446808656734e+01
1.233247561702646378e+00 2.613828605085313029e+03 -6.267093864640934875e+00
1.265225121346175374e+00 2.475829789819074904e+03 -8.244343012123968251e+00
1.242295640589630823e+00 2.427753978113560606e+03 -6.863247158761161870e+00
1.282849232882892876e+00 1.684778365292858780e+03 -1.141466187871808557e+01
1.233122707299440179e+00 2.863309844024316590e+03 -6.772779082820727936e+00
1.220414603633351636e+00 2.547254075870871020e+03 -3.144348172312582790e+00
1.280928735431867693e+00 1.112161314963659379e+03 -8.949536897097456034e+00
1.236837438758227492e+00 2.893950233876650600e+03 -5.983084710465584877e+00
1.279115018004730597e+00 1.677796631784208785e+03 -1.150017615134837357e+01
1.258698343877362902e+00 1.126308625214626773e+03 -2.466719599918798522e+00
1.221911449659114801e+00 2.862189520352246745e+03 -4.369605529792720766e+00
1.274174137841070920e+00 2.695365741954394252e+03 -9.633024776364058184e+00
1.261285909840551778e+00 1.123472911941981920e+03 -5.044017457140414606e+00
1.280921448765605763e+00 1.126412656480419173e+03 -8.858613598975725978e+00
1.282965408293856857e+00 2.209525742229106982e+03 -1.172969647453365916e+01
1.282254040882672808e+00 1.628475417740933153e+03 -1.174150104430879971e+01
1.250108566861030113e+00 2.700168564218033680e+03 -8.202070687883898259e+00
1.271399727862406959e+00 2.394295837176510304e+03 -1.061080402898359587e+01
1.249850998624247644e+00 2.537037106917568963e+03 -7.913941621726643838e+00
1.237100886477358053e+00 1.834015573308808143e+03 -3.079879997170314354e+00
1.241435821302224740e+00 1.750468426936343803e+03 -2.849082249841488945e+00
1.211126143123579579e+00 2.761620371168448401e+03 -3.549974779639182287e+00
1.228623056676231506e+00 2.463035880841457583e+03 -3.924315321236328202e+00
1.282647767019969631e+00 1.740224774968804013e+03 -1.197611020287206784e+01
1.209599271825634981e+00 2.981849211508161261e+03 -3.296359742993368869e+00
1.266365167064033903e+00 1.657182612773517803e+03 -8.232981565039274585e+00
1.226338313113131351e+00 2.334118084847570572e+03 -4.538001193654730869e+00
1.280907175909554496e+00 1.390429069220536803e+03 -9.571379023064119806e+00
1.233407768770217183e+00 1.946885221285593161e+03 -3.607531269954730391e+00
1.262690497272600076e+00 1.872334617210465467e+03 -6.655853725552580258e+00
1.280873194783193947e+00 1.788193973165193029e+03 -1.001979275097674460e+01
1.275369522402541644e+00 2.156571583822314096e+03 -1.165373579171398610e+01
1.207744641940530661e+00 2.891102175106808318e+03 -3.510288864621278648e+00
1.258800087046343386e+00 1.394158364853691637e+03 -3.942227775528643008e+00
1.232484385706209551e+00 2.002818468080519324e+03 -3.148589579877093314e+00
1.282352910427113413e+00 2.626303232114104503e+03 -1.159795692289669056e+01
1.254654447822109553e+00 1.812793010649557800e+03 -6.865763871428235632e+00
1.276894901638582658e+00 1.713474859713993737e+03 -1.043794638694914845e+01
1.271255327057966511e+00 2.838900132629648397e+03 -1.181136254611964809e+01
1.276512149101495908e+00 1.215679526329040527e+03 -8.742461323738098145e+00
1.250341280652418341e+00 1.506999503266193415e+03 -2.812470373238655341e+00
1.225796657625147112e+00 2.406185694936378241e+03 -3.323276436020927704e+00
1.241003910865917881e+00 1.886035879532805893e+03 -3.319163595729385463e+00
1.235951616435583711e+00 1.853314223443382161e+03 -3.419529922998588489e+00
1.244066772676414745e+00 1.730520795713209282e+03 -3.004477063517054347e+00
1.257884786569620994e+00 1.255155233215995167e+03 -2.563070358374181623e+00
1.282458240004638261e+00 1.953900813553708531e+03 -1.103410562107976922e+01
1.272076834246479882e+00 2.328525283170512921e+03 -1.063217369786100264e+01
1.268233629894634618e+00 2.577953168971442210e+03 -1.020547576536121070e+01
1.275886072186048548e+00 1.707396493711910807e+03 -8.533722049515688468e+00
1.280266327980384533e+00 1.309766616868303799e+03 -8.908235943904525556e+00
1.281360411157972834e+00 1.573402624383350940e+03 -1.016167812869587905e+01
1.277579541003451613e+00 1.113382156323543313e+03 -8.547804835229140252e+00
1.260950376813581020e+00 2.395808476960562984e+03 -8.932000212725901278e+00
1.275941559151611226e+00 1.471334825101191200e+03 -9.412827940965041051e+00
1.282723361451667321e+00 2.073706937595516138e+03 -1.146320924761552362e+01
1.282714403827393657e+00 1.889481917191361390e+03 -1.153051297369717787e+01
1.258920426335688791e+00 1.474358514288816878e+03 -4.455806837927184461e+00
1.270627092855728613e+00 2.417351458336989708e+03 -1.042581700631117414e+01
1.232094673545763630e+00 2.004615235744629445e+03 -3.272066187587562069e+00
1.233520153349638271e+00 2.550112962722778320e+03 -4.828855514526367188e+00
1.281741802665236740e+00 1.660629230859604377e+03 -1.048843265901631838e+01
1.260325140349271233e+00 1.146826677854089667e+03 -4.926262109008856527e+00
1.246822711480614077e+00 1.739913305954664338e+03 -5.361758683993505414e+00
1.251897595039010325e+00 1.656764507293701172e+03 -4.101314067840576172e+00
1.247625857299223373e+00 2.534024846786419403e+03 -7.651851123110139596e+00
1.278946929121368425e+00 1.728640283860739146e+03 -9.348246305448016713e+00
1.252618837275275343e+00 2.359318758887952299e+03 -6.561976651482137157e+00
1.280208452374842043e+00 1.167209136950882794e+03 -8.875691637237746789e+00
1.279421594375256044e+00 1.493777794796307717e+03 -1.018913503763060113e+01
1.211352362934793980e+00 2.776012105960709050e+03 -3.859273625992003076e+00
1.269222982349599294e+00 2.423804271631673146e+03 -8.689483533953326955e+00
1.245245054734714918e+00 1.578016670379600555e+03 -4.130203402842891336e+00
1.281517481617583831e+00 1.618623758324059736e+03 -1.111545371825855533e+01
1.280244506328843901e+00 1.290075311992015486e+03 -8.972699165229812479e+00
1.280766395699136417e+00 1.480059567616456206e+03 -9.944987932215020976e+00
1.235994186448385435e+00 1.910915859920471803e+03 -4.146806445096586025e+00
1.274798036079572316e+00 2.215880343391331735e+03 -9.219746746012646099e+00
1.267045696752918893e+00 1.567421223891772570e+03 -8.075373534832190003e+00
1.264673133220634238e+00 1.116898574872813015e+03 -3.337372787771093030e+00
1.270525555855035904e+00 1.388729095458984375e+03 -6.410814642906188965e+00
1.277740607044100862e+00 1.344813704490661621e+03 -9.323929667472839355e+00
1.256914510055455736e+00 1.723714428622041396e+03 -6.917257687754384321e+00
1.264069400438853075e+00 2.604939269857905401e+03 -9.599633628784332018e+00
1.237300431072364093e+00 2.982897369041091224e+03 -7.366673831249492821e+00
1.280253868482393642e+00 1.064858308934921752e+03 -8.472927002779382377e+00
1.237305183708928391e+00 2.004900085259823527e+03 -3.318146062472816737e+00
1.279934843034977066e+00 1.261231202930649715e+03 -9.138631666760641536e+00
1.251235961328657886e+00 2.439871756735723466e+03 -6.585166363956753699e+00
1.281881610500077651e+00 1.716530592220914286e+03 -1.179573014487245075e+01
1.278905456249235684e+00 1.327279826833814695e+03 -8.396901117352520316e+00
1.254019014989317782e+00 1.883523630921732092e+03 -6.960328645106803158e+00
1.275638599842446874e+00 1.025565553072575085e+03 -7.781771975146140718e+00
1.278125216560645816e+00 2.264488700481713749e+03 -9.888033464038786136e+00
1.274788617385562706e+00 2.082872977271521449e+03 -9.035040260599002337e+00
1.271451476415319304e+00 2.935048871667722779e+03 -9.531358237271124523e+00
1.265950633413505777e+00 2.426554680910938259e+03 -9.606766297655159548e+00
1.252920236010387267e+00 1.417806330502378160e+03 -4.900062427011402377e+00
1.249882603143192661e+00 1.502087552973666334e+03 -4.732823868179345084e+00
1.243813679894805180e+00 1.614372730255126953e+03 -3.981079578399658203e+00
1.272342411403546425e+00 2.471986948607534941e+03 -1.102206253456363072e+01
1.246473191737891284e+00 1.569174046347420472e+03 -2.826186126442495450e+00
1.250951166729191044e+00 1.741959265104722363e+03 -6.032613940199248681e+00
1.281051291730642028e+00 1.642374874017813909e+03 -1.115188100518616210e+01
1.281762048670848531e+00 1.923245823034211753e+03 -1.070850007167917539e+01
1.280848123759315449e+00 2.529988359292133282e+03 -1.080972426296977140e+01
1.239091276642203310e+00 1.787038585228796137e+03 -3.056791559728525343e+00
1.236272772342162707e+00 1.909922211007839906e+03 -3.045315860344015135e+00
